#feid	gene_name	gene_id	pub_ref	pub_desc	organism_id	assay	molecule_assayed	stage	sex	anatomy	expression_uniquename	anatomy_desc	anatomy_id	start_stage_name	start_stage_id	end_stage_name	end_stage_id
166105	CG13607	FBgn0039151	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic hindgut	FBex0021139	embryonic hindgut	FBbt:00005630	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166106	CG13607	FBgn0039151	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic hypopharynx	FBex0021162	embryonic hypopharynx	FBbt:00005613	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166107	CG11089	FBgn0039241	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	anterior midgut primordium	FBex0015899	anterior midgut primordium	FBbt:00000444	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166108	CG11089	FBgn0039241	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	clypeo-labral primordium	FBex0021082	clypeo-labral primordium	FBbt:00005538	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166109	CG11089	FBgn0039241	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	foregut primordium	FBex0015901	foregut primordium	FBbt:00005535	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166110	CG11089	FBgn0039241	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	hindgut proper primordium	FBex0021121	hindgut proper primordium	FBbt:00000441	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166111	CG11089	FBgn0039241	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	Malpighian tubule primordium	FBex0017937	Malpighian tubule primordium	FBbt:00000442	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166112	CG11089	FBgn0039241	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	posterior midgut primordium	FBex0007507	posterior midgut primordium	FBbt:10005329	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166113	CG11089	FBgn0039241	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	salivary gland body primordium	FBex0021114	salivary gland body primordium	FBbt:00005512	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166114	CG11089	FBgn0039241	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic anal pad	FBex0021089	embryonic anal pad	FBbt:00005748	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166115	CG11089	FBgn0039241	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic epipharynx	FBex0021159	embryonic epipharynx	FBbt:00005614	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166116	CG11089	FBgn0039241	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic foregut	FBex0021161	embryonic foregut	FBbt:00005606	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166117	CG11089	FBgn0039241	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic hindgut	FBex0021139	embryonic hindgut	FBbt:00005630	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166118	CG11089	FBgn0039241	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic Malpighian tubule	FBex0016390	embryonic Malpighian tubule	FBbt:00005634	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166119	CG11089	FBgn0039241	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval midgut	FBex0021073	embryonic/larval midgut	FBbt:00001882	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166120	CHKov2	FBgn0039328	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic proventriculus	FBex0021142	embryonic proventriculus	FBbt:00005607	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166121	CHKov2	FBgn0039328	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval salivary gland	FBex0021116	embryonic/larval salivary gland	FBbt:00001878	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166122	mfrn	FBgn0039561	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	organism	FBex0021111	organism	FBbt:00000001	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
166123	mfrn	FBgn0039561	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	organism	FBex0021112	organism	FBbt:00000001	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166124	mfrn	FBgn0039561	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	organism	FBex0021124	organism	FBbt:00000001	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166125	Zip99C	FBgn0039714	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	amnioserosa	FBex0021179	amnioserosa	FBbt:00000095	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166126	Zip99C	FBgn0039714	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval crystal cell	FBex0021170	embryonic/larval crystal cell	FBbt:00001690	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166127	Npc2h	FBgn0039801	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	fat body primordium	FBex0021189	fat body primordium	FBbt:00005067	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166128	Npc2h	FBgn0039801	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	fat body/gonad primordium	FBex0021198	fat body/gonad primordium	FBbt:00005520	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166129	Npc2h	FBgn0039801	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	head mesoderm	FBex0012957	head mesoderm	FBbt:00000127	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166130	Npc2h	FBgn0039801	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval fat body	FBex0021190	embryonic/larval fat body	FBbt:00001704	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166131	GNBP2	FBgn0040322	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval fat body	FBex0021190	embryonic/larval fat body	FBbt:00001704	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166132	osi	FBgn0040985	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	organism	FBex0021157	organism	FBbt:00000001	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166133	vir-1	FBgn0043841	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	midline primordium	FBex0021230	midline primordium	FBbt:00005528	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166134	vir-1	FBgn0043841	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	posterior spiracle primordium	FBex0017272	posterior spiracle primordium	FBbt:00000197	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166135	vir-1	FBgn0043841	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic brain	FBex0018564	embryonic brain	FBbt:00001060	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166136	vir-1	FBgn0043841	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic central brain	FBex0021207	embryonic central brain	FBbt:00005662	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166137	vir-1	FBgn0043841	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	larval nervous system	FBex0021109	larval nervous system	FBbt:00001911	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166138	vir-1	FBgn0043841	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval oenocyte	FBex0021195	embryonic/larval oenocyte	FBbt:00001694	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166139	vir-1	FBgn0043841	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval posterior spiracle	FBex0021203	embryonic/larval posterior spiracle	FBbt:00000424	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166140	vir-1	FBgn0043841	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	larval ventral midline glial cell	FBex0021278	larval ventral midline glial cell	FBbt:00001317	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166141	vir-1	FBgn0043841	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	ventral midline of embryo	FBex0021110	ventral midline of embryo	FBbt:00000093	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166142	vir-1	FBgn0043841	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	larval midline neuron	FBex0026805	larval midline neuron	FBbt:00016016	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166143	vir-1	FBgn0043841	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	larval ventral nerve cord	FBex0010025	larval ventral nerve cord	FBbt:00001102	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166144	Cyp12d1-p	FBgn0050489	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	anterior endoderm anlage	FBex0021141	anterior endoderm anlage	FBbt:00000210	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
166145	Cyp12d1-p	FBgn0050489	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	posterior endoderm	FBex0016918	posterior endoderm	FBbt:00005560	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
166146	Cyp12d1-p	FBgn0050489	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	anterior endoderm	FBex0021135	anterior endoderm	FBbt:00005559	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166147	Cyp12d1-p	FBgn0050489	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	foregut primordium	FBex0021168	foregut primordium	FBbt:00005535	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166148	Cyp12d1-p	FBgn0050489	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	posterior endoderm	FBex0021137	posterior endoderm	FBbt:00005560	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166149	Cyp12d1-p	FBgn0050489	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	anterior midgut primordium	FBex0015899	anterior midgut primordium	FBbt:00000444	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166150	Cyp12d1-p	FBgn0050489	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	clypeo-labral primordium	FBex0021082	clypeo-labral primordium	FBbt:00005538	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166151	Cyp12d1-p	FBgn0050489	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	foregut primordium	FBex0015901	foregut primordium	FBbt:00005535	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166152	Cyp12d1-p	FBgn0050489	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	yolk nucleus	FBex0021194	yolk nucleus	FBbt:00000057	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166153	CG33465	FBgn0053465	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic anal pad	FBex0021089	embryonic anal pad	FBbt:00005748	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166154	BaraA1	FBgn0053470	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic head epidermis	FBex0021091	embryonic head epidermis	FBbt:00005741	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166155	BaraA1	FBgn0053470	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval fat body	FBex0021190	embryonic/larval fat body	FBbt:00001704	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166156	BaraA1	FBgn0053470	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	gonad	FBex0021098	gonad	FBbt:00004858	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166157	BaraA1	FBgn0053470	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	ventral imaginal tissue	FBex0021217	ventral imaginal tissue	FBbt:00005834	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166158	Cyp12d1-d	FBgn0053503	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	anterior endoderm anlage	FBex0021141	anterior endoderm anlage	FBbt:00000210	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
166159	Cyp12d1-d	FBgn0053503	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	posterior endoderm	FBex0016918	posterior endoderm	FBbt:00005560	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
166160	Cyp12d1-d	FBgn0053503	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	anterior endoderm	FBex0021135	anterior endoderm	FBbt:00005559	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166161	Cyp12d1-d	FBgn0053503	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	foregut primordium	FBex0021168	foregut primordium	FBbt:00005535	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166162	Cyp12d1-d	FBgn0053503	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	posterior endoderm	FBex0021137	posterior endoderm	FBbt:00005560	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
166163	Cyp12d1-d	FBgn0053503	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	anterior midgut primordium	FBex0015899	anterior midgut primordium	FBbt:00000444	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166164	Cyp12d1-d	FBgn0053503	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	clypeo-labral primordium	FBex0021082	clypeo-labral primordium	FBbt:00005538	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166165	Cyp12d1-d	FBgn0053503	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	foregut primordium	FBex0015901	foregut primordium	FBbt:00005535	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166166	Cyp12d1-d	FBgn0053503	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	yolk nucleus	FBex0021194	yolk nucleus	FBbt:00000057	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166167	CG34166	FBgn0085195	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval fat body	FBex0021190	embryonic/larval fat body	FBbt:00001704	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166168	CG34330	FBgn0085359	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	amnioserosa	FBex0021178	amnioserosa	FBbt:00000095	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166169	CG34330	FBgn0085359	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	amnioserosa	FBex0021179	amnioserosa	FBbt:00000095	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166170	Hsc70-5	FBgn0001220	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	anterior midgut primordium	FBex0015899	anterior midgut primordium	FBbt:00000444	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166171	Hsc70-5	FBgn0001220	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	dorsal pharyngeal muscle primordium	FBex0021120	dorsal pharyngeal muscle primordium	FBbt:00005498	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166172	Hsc70-5	FBgn0001220	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	posterior midgut primordium	FBex0007507	posterior midgut primordium	FBbt:10005329	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166173	Hsc70-5	FBgn0001220	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	somatic muscle primordium	FBex0017100	somatic muscle primordium	FBbt:00005518	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166174	Hsc70-5	FBgn0001220	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	trunk mesoderm	FBex0021125	trunk mesoderm	FBbt:00000128	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166175	Hsc70-5	FBgn0001220	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	trunk visceral muscle primordium	FBex0019160	trunk visceral muscle primordium	FBbt:00005519	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
166176	Hsc70-5	FBgn0001220	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	dorsal pharyngeal muscle cell	FBex0021126	dorsal pharyngeal muscle cell	FBbt:00000489	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
166177	Hsc70-5	FBgn0001220	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic hindgut	FBex0021139	embryonic hindgut	FBbt:00005630	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
