libraryId	experimentId	speciesId
SRX1833082	SRP013027	10090
SRX1833129	SRP013027	10090
SRX1833130	SRP013027	10090
SRX1833143	SRP013027	10090
SRX1833144	SRP013027	10090
SRX1833153	SRP013027	10090
SRX1833154	SRP013027	10090
SRX1833275	SRP013027	10090
SRX1833276	SRP013027	10090
SRX1833377	SRP013027	10090
SRX1833587	SRP013027	10090
SRX1833588	SRP013027	10090
SRX1833599	SRP013027	10090
SRX1833600	SRP013027	10090
SRX1833614	SRP013027	10090
SRX1833691	SRP013027	10090
SRX1833692	SRP013027	10090
SRX1833841	SRP013027	10090
SRX1833842	SRP013027	10090
SRX1833989	SRP013027	10090
SRX1833990	SRP013027	10090
SRX1834004	SRP013027	10090
SRX1834005	SRP013027	10090
SRX1834028	SRP013027	10090
SRX1834029	SRP013027	10090
SRX1834036	SRP013027	10090
SRX1834037	SRP013027	10090
SRX1834077	SRP013027	10090
SRX1834078	SRP013027	10090
SRX1834257	SRP013027	10090
SRX1834258	SRP013027	10090
SRX1834259	SRP013027	10090
SRX1834260	SRP013027	10090
SRX1834287	SRP013027	10090
SRX1834288	SRP013027	10090
SRX1834299	SRP013027	10090
SRX1834300	SRP013027	10090
SRX1834403	SRP013027	10090
SRX1834404	SRP013027	10090
SRX1834419	SRP013027	10090
SRX1834420	SRP013027	10090
SRX221173	SRP042594	9925
SRX2235198	SRP067373	9913
SRX2235343	SRP067373	9913
SRX2269692	SRP070159	9913
SRX276204	SRP022189	9823
SRX276205	SRP022189	9823
SRX276209	SRP022189	9823
SRX276210	SRP022189	9823
SRX276211	SRP022189	9823
SRX276213	SRP022189	9823
SRX276215	SRP022189	9823
SRX2829139	SRP107218	9555
SRX3322740	SRP013027	10090
SRX3322832	SRP013027	10090
SRX370299	SRP032351	9913
SRX380464	SRP033209	10090
SRX4287109	SRP151190	8090
SRX4287110	SRP151190	8090
SRX4287111	SRP151190	8090
SRX4287112	SRP151190	8090
SRX4287113	SRP151190	8090
SRX4287114	SRP151190	8090
SRX4287115	SRP151190	8090
SRX4287117	SRP151190	8090
SRX4287122	SRP151190	8090
SRX4287123	SRP151190	8090
SRX4287125	SRP151190	8090
SRX4287126	SRP151190	8090
SRX4287127	SRP151190	8090
SRX4287128	SRP151190	8090
SRX4287130	SRP151190	8090
SRX4287131	SRP151190	8090
SRX4287132	SRP151190	8090
SRX4287133	SRP151190	8090
SRX4554950	SRP157992	69293
SRX4554951	SRP157992	69293
SRX4554952	SRP157992	69293
SRX4554953	SRP157992	69293
SRX4554954	SRP157992	69293
SRX4554955	SRP157992	69293
SRX4554956	SRP157992	69293
SRX4554957	SRP157992	69293
SRX4554958	SRP157992	69293
SRX4554959	SRP157992	69293
SRX4554960	SRP157992	69293
SRX4554961	SRP157992	69293
SRX4554962	SRP157992	69293
SRX4554963	SRP157992	69293
SRX4554964	SRP157992	69293
SRX4554965	SRP157992	69293
SRX4794847	SRP163252	9606
SRX4794857	SRP163252	9606
SRX4794897	SRP163252	9606
SRX4794903	SRP163252	9606
SRX4794949	SRP163252	9606
SRX4794979	SRP163252	9606
SRX4795002	SRP163252	9606
SRX481992	SRP039502	7955
SRX482035	SRP039502	7955
SRX5899625	SRP199494	10090
SRX5899691	SRP199494	10090
SRX5899700	SRP199494	10090
SRX5899791	SRP199494	10090
SRX5899798	SRP199494	10090
SRX5899897	SRP199494	10090
SRX5899947	SRP199494	10090
SRX5899992	SRP199494	10090
SRX5900052	SRP199494	10090
SRX5900099	SRP199494	10090
SRX5900138	SRP199494	10090
SRX5900168	SRP199494	10090
SRX5900193	SRP199494	10090
SRX5900206	SRP199494	10090
SRX5900213	SRP199494	10090
SRX5900298	SRP199494	10090
SRX5900305	SRP199494	10090
SRX5900307	SRP199494	10090
SRX5900332	SRP199494	10090
SRX5900366	SRP199494	10090
SRX5900377	SRP199494	10090
SRX5900438	SRP199494	10090
SRX5900636	SRP199494	10090
SRX5900651	SRP199494	10090
SRX5900735	SRP199494	10090
SRX5900770	SRP199494	10090
SRX5900776	SRP199494	10090
SRX5900778	SRP199494	10090
SRX5900824	SRP199494	10090
SRX5900881	SRP199494	10090
SRX5900887	SRP199494	10090
SRX5901056	SRP199494	10090
SRX5901080	SRP199494	10090
SRX5901130	SRP199494	10090
SRX5901137	SRP199494	10090
SRX5901142	SRP199494	10090
SRX5901362	SRP199494	10090
SRX5901427	SRP199494	10090
SRX5901460	SRP199494	10090
SRX5901487	SRP199494	10090
SRX5901526	SRP199494	10090
SRX5901551	SRP199494	10090
SRX5901576	SRP199494	10090
SRX683080	SRP039502	7955
SRX683268	SRP039502	7955
SRX683351	SRP039502	7955
SRX683353	SRP039502	7955
SRX685388	SRP039502	7955
SRX685389	SRP039502	7955
SRX685391	SRP039502	7955
SRX685392	SRP039502	7955
SRX685394	SRP039502	7955
SRX685395	SRP039502	7955
SRX696519	SRP046406	9103
SRX696570	SRP046406	9103
SRX748053	SRP049415	9913
SRX7509188	SRP013027	10090
SRX7509189	SRP013027	10090
SRX7509401	SRP013027	10090
SRX7509402	SRP013027	10090
SRX764715	GSE63501	9606
SRX764720	GSE63501	9606
SRX767103	SRP046406	9103
SRX767106	SRP046406	9103
SRX8484203	SRP266207	9823
SRX848956	SRP052656	9913
