libraryId	cutoffTPM	proportionGenicPresent	numberGenicPresent	numberGenic	proportionCodingPresent	numberPresentCoding	numberCoding	proportionIntergenicPresent	numberIntergenicPresent	numberIntergenic	pValueCutoff	meanIntergenic	sdIntergenic	speciesId
SRX099979	0.484263	39.6767866280061	18610	46904	74.761032143034	15095	20191	4.83204134366925	187	3870	0.05	0.102732996337657	2.56658184908716	6239
SRX099980	0.675663	31.5687361419069	14807	46904	62.2455549502253	12568	20191	3.17829457364341	123	3870	0.05	0.108661227330858	3.0360273429971	6239
SRX099981	0.463191	27.7417704246973	13012	46904	57.1442722004854	11538	20191	2.04134366925065	79	3870	0.05	0.0686298196036653	3.19251835339631	6239
SRX099982	0.355567	30.2767354596623	14201	46904	60.7102174236046	12258	20191	3.30749354005168	128	3870	0.05	0.0580647298644146	3.00733452575122	6239
SRX099983	1.69191	21.2497867985673	9967	46904	47.6449903422317	9620	20191	0.645994832041344	25	3870	0.05	0.431615245165484	2.29447382995323	6239
SRX099984	0.388732	31.5474159986355	14797	46904	63.1221831509088	12745	20191	3.15245478036176	122	3870	0.05	0.0639143730227926	2.9958163777626	6239
SRX099985	0.129253	27.4816646767866	12890	46904	56.7827249764747	11465	20191	2.97157622739018	115	3870	0.05	0.0171777092028011	3.40655616430916	6239
SRX099986	0.327327	30.7713627835579	14433	46904	56.1586845624288	11339	20191	4.90956072351421	190	3870	0.05	0.109183438646003	1.94924726190815	6239
SRX099987	9.82389	7.71362783557906	3618	46904	17.5474221187658	3543	20191	0.129198966408269	5	3870	0.05	2.04928051692876	2.59183560703133	6239
SRX099988	0.585491	31.1935016203309	14631	46904	63.9740478430984	12917	20191	2.94573643410853	114	3870	0.05	0.114512273153257	2.69660318374505	6239
SRX099989	0.998761	26.7972880777759	12569	46904	59.3284136496459	11979	20191	1.55038759689922	60	3870	0.05	0.204237371441308	2.62456794266925	6239
SRX099990	0.798879	27.7140542384445	12999	46904	60.789460650785	12274	20191	2.0671834625323	80	3870	0.05	0.16991395378055	2.56217723056068	6239
SRX099991	0.543239	31.4749275115129	14763	46904	66.0046555395968	13327	20191	2.17054263565891	84	3870	0.05	0.110717614964733	2.62961804267546	6239
SRX099992	0.803814	28.3067542213884	13277	46904	62.7556832251993	12671	20191	1.93798449612403	75	3870	0.05	0.195467595319048	2.36220777819127	6239
SRX099993	0.648765	29.2405764966741	13715	46904	64.3455004705067	12992	20191	2.29974160206718	89	3870	0.05	0.138668060798837	2.55475595319383	6239
SRX099994	0.380607	37.0437489339928	17375	46904	73.8992620474469	14921	20191	3.02325581395349	117	3870	0.05	0.0735763369029585	2.71504578146537	6239
SRX099995	0.233315	29.7885041787481	13972	46904	59.0857312664058	11930	20191	5.01291989664083	194	3870	0.05	0.0430452598559916	2.79331480486814	6239
SRX099996	0.195043	28.4858434248678	13361	46904	57.2334208310633	11556	20191	4.10852713178295	159	3870	0.05	0.0482257649576816	2.3369857005245	6239
