libraryId	min_read_length	max_read_length	average_read_length
SRX223286	76.0	76.0	76.0
SRX223287	76.0	76.0	76.0
SRX223294	76.0	76.0	76.0
SRX223296	76.0	76.0	76.0
SRX223298	76.0	76.0	76.0
SRX223307	76.0	76.0	76.0
SRX223310	76.0	76.0	76.0
SRX223320	76.0	76.0	76.0
SRX223326	76.0	76.0	76.0
SRX223328	76.0	76.0	76.0
SRX223336	76.0	76.0	76.0
SRX223355	76.0	76.0	76.0
SRX223360	76.0	76.0	76.0
SRX223361	76.0	76.0	76.0
SRX223368	76.0	76.0	76.0
SRX223376	76.0	76.0	76.0
SRX223387	76.0	76.0	76.0
SRX223402	76.0	76.0	76.0
SRX223407	76.0	76.0	76.0
SRX223416	76.0	76.0	76.0
SRX223433	76.0	76.0	76.0
SRX223435	76.0	76.0	76.0
SRX223440	76.0	76.0	76.0
SRX223441	76.0	76.0	76.0
SRX223447	76.0	76.0	76.0
SRX223453	76.0	76.0	76.0
SRX223466	76.0	76.0	76.0
SRX223473	76.0	76.0	76.0
SRX223474	76.0	76.0	76.0
SRX223476	76.0	76.0	76.0
SRX223486	76.0	76.0	76.0
SRX223488	76.0	76.0	76.0
SRX223497	76.0	76.0	76.0
SRX223506	76.0	76.0	76.0
SRX223528	76.0	76.0	76.0
SRX223529	76.0	76.0	76.0
SRX223531	76.0	76.0	76.0
SRX223536	76.0	76.0	76.0
SRX223540	76.0	76.0	76.0
SRX223551	76.0	76.0	76.0
SRX223554	76.0	76.0	76.0
SRX223568	76.0	76.0	76.0
SRX223576	76.0	76.0	76.0
SRX223606	76.0	76.0	76.0
SRX223608	76.0	76.0	76.0
SRX223611	76.0	76.0	76.0
SRX223632	76.0	76.0	76.0
SRX223638	76.0	76.0	76.0
SRX223641	76.0	76.0	76.0
SRX223645	76.0	76.0	76.0
SRX252083	100.0	100.0	100.0
SRX252084	100.0	100.0	100.0
SRX252085	100.0	100.0	100.0
SRX252086	100.0	100.0	100.0
SRX252087	100.0	100.0	100.0
SRX252088	100.0	100.0	100.0
SRX252089	100.0	100.0	100.0
SRX252090	100.0	100.0	100.0
SRX252091	100.0	100.0	100.0
SRX252092	100.0	100.0	100.0
SRX252093	100.0	100.0	100.0
SRX252094	100.0	100.0	100.0
SRX252095	100.0	100.0	100.0
SRX252096	100.0	100.0	100.0
SRX2534877	101.0	101.0	101.0
SRX2534878	101.0	101.0	101.0
SRX2534879	101.0	101.0	101.0
SRX2534880	101.0	101.0	101.0
SRX2534881	101.0	101.0	101.0
SRX2534882	101.0	101.0	101.0
SRX2534883	101.0	101.0	101.0
SRX2534884	101.0	101.0	101.0
SRX2534885	101.0	101.0	101.0
SRX2534886	101.0	101.0	101.0
SRX2534887	101.0	101.0	101.0
SRX2534888	101.0	101.0	101.0
SRX2534889	101.0	101.0	101.0
SRX2534890	101.0	101.0	101.0
SRX2534891	101.0	101.0	101.0
SRX2534892	101.0	101.0	101.0
SRX2534893	101.0	101.0	101.0
SRX2534894	101.0	101.0	101.0
SRX2534895	101.0	101.0	101.0
SRX2534896	101.0	101.0	101.0
SRX2534897	101.0	101.0	101.0
SRX2534898	101.0	101.0	101.0
SRX2534899	101.0	101.0	101.0
SRX2534900	101.0	101.0	101.0
SRX2534901	101.0	101.0	101.0
SRX2534902	101.0	101.0	101.0
SRX2534903	101.0	101.0	101.0
SRX2534904	101.0	101.0	101.0
SRX2534905	101.0	101.0	101.0
SRX2534906	101.0	101.0	101.0
SRX2534907	101.0	101.0	101.0
SRX2534908	101.0	101.0	101.0
SRX259852	76.0	76.0	76.0
SRX259853	76.0	76.0	76.0
SRX259857	76.0	76.0	76.0
SRX259860	76.0	76.0	76.0
SRX259865	76.0	76.0	76.0
SRX259870	76.0	76.0	76.0
SRX259874	76.0	76.0	76.0
SRX259876	76.0	76.0	76.0
SRX259885	76.0	76.0	76.0
SRX259901	76.0	76.0	76.0
SRX259910	76.0	76.0	76.0
SRX259918	76.0	76.0	76.0
SRX259923	76.0	76.0	76.0
SRX259933	76.0	76.0	76.0
SRX259937	76.0	76.0	76.0
SRX259969	76.0	76.0	76.0
SRX259972	76.0	76.0	76.0
SRX259996	76.0	76.0	76.0
SRX260005	76.0	76.0	76.0
SRX260006	76.0	76.0	76.0
SRX260026	76.0	76.0	76.0
SRX260051	76.0	76.0	76.0
SRX260054	76.0	76.0	76.0
SRX260083	76.0	76.0	76.0
SRX260086	76.0	76.0	76.0
SRX260095	76.0	76.0	76.0
SRX260099	76.0	76.0	76.0
SRX260107	76.0	76.0	76.0
SRX260131	76.0	76.0	76.0
SRX260137	76.0	76.0	76.0
SRX260146	76.0	76.0	76.0
SRX260151	76.0	76.0	76.0
SRX260157	76.0	76.0	76.0
SRX260160	76.0	76.0	76.0
SRX260171	76.0	76.0	76.0
SRX260177	76.0	76.0	76.0
SRX260185	76.0	76.0	76.0
SRX260208	76.0	76.0	76.0
SRX260214	76.0	76.0	76.0
SRX260219	76.0	76.0	76.0
SRX260225	76.0	76.0	76.0
SRX260227	76.0	76.0	76.0
SRX260235	76.0	76.0	76.0
SRX260251	76.0	76.0	76.0
SRX260260	76.0	76.0	76.0
SRX260263	76.0	76.0	76.0
SRX260267	76.0	76.0	76.0
SRX260270	76.0	76.0	76.0
SRX260272	76.0	76.0	76.0
SRX260283	76.0	76.0	76.0
SRX260285	76.0	76.0	76.0
SRX260287	76.0	76.0	76.0
SRX260291	76.0	76.0	76.0
SRX260295	76.0	76.0	76.0
SRX260302	76.0	76.0	76.0
SRX260305	76.0	76.0	76.0
SRX260309	76.0	76.0	76.0
SRX260310	76.0	76.0	76.0
SRX260321	76.0	76.0	76.0
SRX260322	76.0	76.0	76.0
SRX260328	76.0	76.0	76.0
SRX260332	76.0	76.0	76.0
SRX260337	76.0	76.0	76.0
SRX260342	76.0	76.0	76.0
SRX260350	76.0	76.0	76.0
SRX260354	76.0	76.0	76.0
SRX260355	76.0	76.0	76.0
SRX260392	76.0	76.0	76.0
SRX260396	76.0	76.0	76.0
SRX260407	76.0	76.0	76.0
SRX260413	76.0	76.0	76.0
SRX260421	76.0	76.0	76.0
SRX260429	76.0	76.0	76.0
SRX260432	76.0	76.0	76.0
SRX260435	76.0	76.0	76.0
SRX260439	76.0	76.0	76.0
SRX260441	76.0	76.0	76.0
SRX260444	76.0	76.0	76.0
SRX260453	76.0	76.0	76.0
SRX260480	76.0	76.0	76.0
SRX260511	76.0	76.0	76.0
SRX260521	76.0	76.0	76.0
SRX260534	76.0	76.0	76.0
SRX260538	76.0	76.0	76.0
SRX260540	76.0	76.0	76.0
SRX260556	76.0	76.0	76.0
SRX260562	76.0	76.0	76.0
SRX260571	76.0	76.0	76.0
SRX260575	76.0	76.0	76.0
SRX260583	76.0	76.0	76.0
SRX260643	76.0	76.0	76.0
SRX260668	76.0	76.0	76.0
SRX260677	76.0	76.0	76.0
SRX260681	76.0	76.0	76.0
SRX260684	76.0	76.0	76.0
SRX2606899	100.0	100.0	100.0
SRX2606902	100.0	100.0	100.0
SRX2606909	100.0	100.0	100.0
SRX2606911	100.0	100.0	100.0
SRX2606915	100.0	100.0	100.0
SRX2606917	100.0	100.0	100.0
SRX2606921	100.0	100.0	100.0
SRX2606924	100.0	100.0	100.0
SRX2606927	100.0	100.0	100.0
SRX2606928	100.0	100.0	100.0
SRX2606932	100.0	100.0	100.0
SRX2606938	100.0	100.0	100.0
SRX2606939	100.0	100.0	100.0
SRX260694	76.0	76.0	76.0
SRX2606942	100.0	100.0	100.0
SRX2606943	100.0	100.0	100.0
SRX2606944	100.0	100.0	100.0
SRX2606949	100.0	100.0	100.0
SRX2606958	100.0	100.0	100.0
SRX2606961	100.0	100.0	100.0
SRX2606962	100.0	100.0	100.0
SRX2606963	100.0	100.0	100.0
SRX2606968	100.0	100.0	100.0
SRX2606973	100.0	100.0	100.0
SRX2606975	100.0	100.0	100.0
SRX2606990	100.0	100.0	100.0
SRX2606994	100.0	100.0	100.0
SRX2606995	100.0	100.0	100.0
SRX2606996	100.0	100.0	100.0
SRX2607001	100.0	100.0	100.0
SRX2607003	100.0	100.0	100.0
SRX2607004	100.0	100.0	100.0
SRX2607008	100.0	100.0	100.0
SRX2607012	100.0	100.0	100.0
SRX260719	76.0	76.0	76.0
SRX260726	76.0	76.0	76.0
SRX260739	76.0	76.0	76.0
SRX260741	76.0	76.0	76.0
SRX260744	76.0	76.0	76.0
SRX260750	76.0	76.0	76.0
SRX260752	76.0	76.0	76.0
SRX260758	76.0	76.0	76.0
SRX260763	76.0	76.0	76.0
SRX260769	76.0	76.0	76.0
SRX260770	76.0	76.0	76.0
SRX260778	76.0	76.0	76.0
SRX260798	76.0	76.0	76.0
SRX260802	76.0	76.0	76.0
SRX260810	76.0	76.0	76.0
SRX260813	76.0	76.0	76.0
SRX260819	76.0	76.0	76.0
SRX260823	76.0	76.0	76.0
SRX260830	76.0	76.0	76.0
SRX260836	76.0	76.0	76.0
SRX260839	76.0	76.0	76.0
SRX260856	76.0	76.0	76.0
SRX260858	76.0	76.0	76.0
SRX260865	76.0	76.0	76.0
SRX260867	76.0	76.0	76.0
SRX260874	76.0	76.0	76.0
SRX260877	76.0	76.0	76.0
SRX260884	76.0	76.0	76.0
SRX260885	76.0	76.0	76.0
SRX260900	76.0	76.0	76.0
SRX260916	76.0	76.0	76.0
SRX260919	76.0	76.0	76.0
SRX260941	76.0	76.0	76.0
SRX260946	76.0	76.0	76.0
SRX260951	76.0	76.0	76.0
SRX260955	76.0	76.0	76.0
SRX260957	76.0	76.0	76.0
SRX260958	76.0	76.0	76.0
SRX260967	76.0	76.0	76.0
SRX260983	76.0	76.0	76.0
SRX260986	76.0	76.0	76.0
SRX260990	76.0	76.0	76.0
SRX260998	76.0	76.0	76.0
SRX261004	76.0	76.0	76.0
SRX261013	76.0	76.0	76.0
SRX261026	76.0	76.0	76.0
SRX2610313	101.0	101.0	101.0
SRX2610314	101.0	101.0	101.0
SRX2610315	101.0	101.0	101.0
SRX2610316	101.0	101.0	101.0
SRX2610317	101.0	101.0	101.0
SRX2610318	101.0	101.0	101.0
SRX2610319	101.0	101.0	101.0
SRX2610320	101.0	101.0	101.0
SRX2610321	101.0	101.0	101.0
SRX2610322	101.0	101.0	101.0
SRX2610323	101.0	101.0	101.0
SRX2610324	101.0	101.0	101.0
SRX2610325	101.0	101.0	101.0
SRX2610326	101.0	101.0	101.0
SRX2610327	101.0	101.0	101.0
SRX2610328	101.0	101.0	101.0
SRX2610329	101.0	101.0	101.0
SRX2610330	101.0	101.0	101.0
SRX2610331	101.0	101.0	101.0
SRX2610332	101.0	101.0	101.0
SRX2610333	101.0	101.0	101.0
SRX2610334	101.0	101.0	101.0
SRX2610335	101.0	101.0	101.0
SRX2610336	101.0	101.0	101.0
SRX2610337	101.0	101.0	101.0
SRX2610338	101.0	101.0	101.0
SRX2610339	101.0	101.0	101.0
SRX2610340	101.0	101.0	101.0
SRX2610341	101.0	101.0	101.0
SRX2610342	101.0	101.0	101.0
SRX2610343	101.0	101.0	101.0
SRX2610344	101.0	101.0	101.0
SRX2610345	101.0	101.0	101.0
SRX2610346	101.0	101.0	101.0
SRX2610347	101.0	101.0	101.0
SRX2610348	101.0	101.0	101.0
SRX2610349	101.0	101.0	101.0
SRX2610350	101.0	101.0	101.0
SRX2610351	101.0	101.0	101.0
SRX2610352	101.0	101.0	101.0
SRX2610353	101.0	101.0	101.0
SRX2610354	101.0	101.0	101.0
SRX2610355	101.0	101.0	101.0
SRX2610356	101.0	101.0	101.0
SRX2610357	101.0	101.0	101.0
SRX2610358	101.0	101.0	101.0
SRX2610359	101.0	101.0	101.0
SRX2610360	101.0	101.0	101.0
SRX2610361	101.0	101.0	101.0
SRX2610362	101.0	101.0	101.0
SRX2610363	101.0	101.0	101.0
SRX2610364	101.0	101.0	101.0
SRX2610365	101.0	101.0	101.0
SRX2610366	101.0	101.0	101.0
SRX2610367	101.0	101.0	101.0
SRX2610368	101.0	101.0	101.0
SRX2610369	101.0	101.0	101.0
SRX2610370	101.0	101.0	101.0
SRX2610371	101.0	101.0	101.0
SRX2610372	101.0	101.0	101.0
SRX2610373	101.0	101.0	101.0
SRX2610374	101.0	101.0	101.0
SRX2610375	101.0	101.0	101.0
SRX2610376	101.0	101.0	101.0
SRX2610377	101.0	101.0	101.0
SRX2610378	101.0	101.0	101.0
SRX2610379	101.0	101.0	101.0
SRX2610380	101.0	101.0	101.0
SRX2610381	101.0	101.0	101.0
SRX2610382	101.0	101.0	101.0
SRX2610383	101.0	101.0	101.0
SRX2610384	101.0	101.0	101.0
SRX2610385	101.0	101.0	101.0
SRX2610386	101.0	101.0	101.0
SRX2610387	101.0	101.0	101.0
SRX2610388	101.0	101.0	101.0
SRX2610389	101.0	101.0	101.0
SRX2610390	101.0	101.0	101.0
SRX2610391	101.0	101.0	101.0
SRX2610392	101.0	101.0	101.0
SRX2610393	101.0	101.0	101.0
SRX2610394	101.0	101.0	101.0
SRX2610395	101.0	101.0	101.0
SRX2610396	101.0	101.0	101.0
SRX2610397	101.0	101.0	101.0
SRX2610398	101.0	101.0	101.0
SRX2610399	101.0	101.0	101.0
SRX261040	76.0	76.0	76.0
SRX2610400	101.0	101.0	101.0
SRX2610401	101.0	101.0	101.0
SRX2610402	101.0	101.0	101.0
SRX2610403	101.0	101.0	101.0
SRX2610404	101.0	101.0	101.0
SRX2610405	101.0	101.0	101.0
SRX2610406	101.0	101.0	101.0
SRX2610407	101.0	101.0	101.0
SRX2610408	101.0	101.0	101.0
SRX2610409	101.0	101.0	101.0
SRX2610410	101.0	101.0	101.0
SRX2610411	101.0	101.0	101.0
SRX2610412	101.0	101.0	101.0
SRX2610413	101.0	101.0	101.0
SRX2610414	101.0	101.0	101.0
SRX2610415	101.0	101.0	101.0
SRX2610416	101.0	101.0	101.0
SRX2610417	101.0	101.0	101.0
SRX2610418	101.0	101.0	101.0
SRX2610419	101.0	101.0	101.0
SRX261042	76.0	76.0	76.0
SRX2610420	101.0	101.0	101.0
SRX2610421	101.0	101.0	101.0
SRX2610422	101.0	101.0	101.0
SRX2610423	101.0	101.0	101.0
SRX2610424	101.0	101.0	101.0
SRX2610425	101.0	101.0	101.0
SRX2610426	101.0	101.0	101.0
SRX2610427	101.0	101.0	101.0
SRX2610428	101.0	101.0	101.0
SRX2610429	101.0	101.0	101.0
SRX2610430	101.0	101.0	101.0
SRX2610431	101.0	101.0	101.0
SRX2610432	101.0	101.0	101.0
SRX2610433	101.0	101.0	101.0
SRX2610434	101.0	101.0	101.0
SRX2610435	101.0	101.0	101.0
SRX2610436	101.0	101.0	101.0
SRX2610437	101.0	101.0	101.0
SRX2610438	101.0	101.0	101.0
SRX2610439	101.0	101.0	101.0
SRX2610440	101.0	101.0	101.0
SRX2610441	101.0	101.0	101.0
SRX2610442	101.0	101.0	101.0
SRX2610443	101.0	101.0	101.0
SRX2610444	101.0	101.0	101.0
SRX2610445	101.0	101.0	101.0
SRX2610446	101.0	101.0	101.0
SRX2610447	101.0	101.0	101.0
SRX2610448	101.0	101.0	101.0
SRX2610449	101.0	101.0	101.0
SRX2610450	101.0	101.0	101.0
SRX2610451	101.0	101.0	101.0
SRX2610452	101.0	101.0	101.0
SRX2610453	101.0	101.0	101.0
SRX2610454	101.0	101.0	101.0
SRX2610455	101.0	101.0	101.0
SRX2610456	101.0	101.0	101.0
SRX2610457	101.0	101.0	101.0
SRX2610458	101.0	101.0	101.0
SRX2610459	101.0	101.0	101.0
SRX2610460	101.0	101.0	101.0
SRX2610461	101.0	101.0	101.0
SRX2610462	101.0	101.0	101.0
SRX2610463	101.0	101.0	101.0
SRX2610464	101.0	101.0	101.0
SRX2610465	101.0	101.0	101.0
SRX2610466	101.0	101.0	101.0
SRX2610467	101.0	101.0	101.0
SRX2610468	101.0	101.0	101.0
SRX2610469	101.0	101.0	101.0
SRX2610470	101.0	101.0	101.0
SRX2610471	101.0	101.0	101.0
SRX2610472	101.0	101.0	101.0
SRX2610473	101.0	101.0	101.0
SRX2610474	101.0	101.0	101.0
SRX2610475	101.0	101.0	101.0
SRX2610476	101.0	101.0	101.0
SRX2610477	101.0	101.0	101.0
SRX2610478	101.0	101.0	101.0
SRX2610479	101.0	101.0	101.0
SRX2610480	101.0	101.0	101.0
SRX2610481	101.0	101.0	101.0
SRX2610482	101.0	101.0	101.0
SRX2610483	101.0	101.0	101.0
SRX2610484	101.0	101.0	101.0
SRX2610485	101.0	101.0	101.0
SRX2610486	101.0	101.0	101.0
SRX2610487	101.0	101.0	101.0
SRX2610488	101.0	101.0	101.0
SRX2610489	101.0	101.0	101.0
SRX2610490	101.0	101.0	101.0
SRX2610491	101.0	101.0	101.0
SRX2610492	101.0	101.0	101.0
SRX2610493	101.0	101.0	101.0
SRX2610494	101.0	101.0	101.0
SRX2610495	101.0	101.0	101.0
SRX2610496	101.0	101.0	101.0
SRX2610497	101.0	101.0	101.0
SRX2610498	101.0	101.0	101.0
SRX2610499	101.0	101.0	101.0
SRX2610500	101.0	101.0	101.0
SRX2610501	101.0	101.0	101.0
SRX2610502	101.0	101.0	101.0
SRX2610503	101.0	101.0	101.0
SRX2610504	101.0	101.0	101.0
SRX2610505	101.0	101.0	101.0
SRX2610506	101.0	101.0	101.0
SRX2610507	101.0	101.0	101.0
SRX2610508	101.0	101.0	101.0
SRX2610509	101.0	101.0	101.0
SRX2610510	101.0	101.0	101.0
SRX2610511	101.0	101.0	101.0
SRX2610512	101.0	101.0	101.0
SRX2610513	101.0	101.0	101.0
SRX2610514	101.0	101.0	101.0
SRX2610515	101.0	101.0	101.0
SRX2610516	101.0	101.0	101.0
SRX2610517	101.0	101.0	101.0
SRX2610518	101.0	101.0	101.0
SRX2610519	101.0	101.0	101.0
SRX2610520	101.0	101.0	101.0
SRX2610521	101.0	101.0	101.0
SRX2610522	101.0	101.0	101.0
SRX2610523	101.0	101.0	101.0
SRX2610524	101.0	101.0	101.0
SRX2610525	101.0	101.0	101.0
SRX2610526	101.0	101.0	101.0
SRX2610527	101.0	101.0	101.0
SRX2610528	101.0	101.0	101.0
SRX2610529	101.0	101.0	101.0
SRX2610530	101.0	101.0	101.0
SRX2610531	101.0	101.0	101.0
SRX2610532	101.0	101.0	101.0
SRX2610533	101.0	101.0	101.0
SRX2610534	101.0	101.0	101.0
SRX2610535	101.0	101.0	101.0
SRX2610536	101.0	101.0	101.0
SRX2610537	101.0	101.0	101.0
SRX2610538	101.0	101.0	101.0
SRX2610539	101.0	101.0	101.0
SRX2610540	101.0	101.0	101.0
SRX2610541	101.0	101.0	101.0
SRX2610542	101.0	101.0	101.0
SRX2610543	101.0	101.0	101.0
SRX2610544	101.0	101.0	101.0
SRX2610545	101.0	101.0	101.0
SRX2610546	101.0	101.0	101.0
SRX2610547	101.0	101.0	101.0
SRX2610548	101.0	101.0	101.0
SRX2610549	101.0	101.0	101.0
SRX2610550	101.0	101.0	101.0
SRX2610551	101.0	101.0	101.0
SRX2610552	101.0	101.0	101.0
SRX2610553	101.0	101.0	101.0
SRX2610554	101.0	101.0	101.0
SRX2610555	101.0	101.0	101.0
SRX2610556	101.0	101.0	101.0
SRX2610557	101.0	101.0	101.0
SRX2610558	101.0	101.0	101.0
SRX2610559	101.0	101.0	101.0
SRX2610560	101.0	101.0	101.0
SRX2610561	101.0	101.0	101.0
SRX2610562	101.0	101.0	101.0
SRX2610563	101.0	101.0	101.0
SRX2610564	101.0	101.0	101.0
SRX2610565	101.0	101.0	101.0
SRX2610566	101.0	101.0	101.0
SRX2610567	101.0	101.0	101.0
SRX2610568	101.0	101.0	101.0
SRX2610569	101.0	101.0	101.0
SRX2610570	101.0	101.0	101.0
SRX2610571	101.0	101.0	101.0
SRX2610572	101.0	101.0	101.0
SRX2610573	101.0	101.0	101.0
SRX2610574	101.0	101.0	101.0
SRX2610575	101.0	101.0	101.0
SRX2610576	101.0	101.0	101.0
SRX2610577	101.0	101.0	101.0
SRX2610578	101.0	101.0	101.0
SRX2610579	101.0	101.0	101.0
SRX2610580	101.0	101.0	101.0
SRX2610581	101.0	101.0	101.0
SRX2610582	101.0	101.0	101.0
SRX2610583	101.0	101.0	101.0
SRX2610584	101.0	101.0	101.0
SRX2610585	101.0	101.0	101.0
SRX2610586	101.0	101.0	101.0
SRX2610587	101.0	101.0	101.0
SRX2610588	101.0	101.0	101.0
SRX2610589	101.0	101.0	101.0
SRX2610590	101.0	101.0	101.0
SRX2610591	101.0	101.0	101.0
SRX2610592	101.0	101.0	101.0
SRX2610593	101.0	101.0	101.0
SRX2610594	101.0	101.0	101.0
SRX2610595	101.0	101.0	101.0
SRX2610596	101.0	101.0	101.0
SRX2610597	101.0	101.0	101.0
SRX2610598	101.0	101.0	101.0
SRX2610599	101.0	101.0	101.0
SRX2610600	101.0	101.0	101.0
SRX2610601	101.0	101.0	101.0
SRX2610602	101.0	101.0	101.0
SRX2610603	101.0	101.0	101.0
SRX2610604	101.0	101.0	101.0
SRX2610605	101.0	101.0	101.0
SRX2610606	101.0	101.0	101.0
SRX2610607	101.0	101.0	101.0
SRX2610608	101.0	101.0	101.0
SRX2610609	101.0	101.0	101.0
SRX2610610	101.0	101.0	101.0
SRX2610611	101.0	101.0	101.0
SRX2610612	101.0	101.0	101.0
SRX2610613	101.0	101.0	101.0
SRX2610614	101.0	101.0	101.0
SRX2610615	101.0	101.0	101.0
SRX2610616	101.0	101.0	101.0
SRX2610617	101.0	101.0	101.0
SRX2610618	101.0	101.0	101.0
SRX2610619	101.0	101.0	101.0
SRX2610620	101.0	101.0	101.0
SRX2610621	101.0	101.0	101.0
SRX2610622	101.0	101.0	101.0
SRX2610623	101.0	101.0	101.0
SRX2610624	101.0	101.0	101.0
SRX2610625	101.0	101.0	101.0
SRX2610626	101.0	101.0	101.0
SRX2610627	101.0	101.0	101.0
SRX2610628	101.0	101.0	101.0
SRX2610629	101.0	101.0	101.0
SRX2610630	101.0	101.0	101.0
SRX2610631	101.0	101.0	101.0
SRX2610632	101.0	101.0	101.0
SRX2610633	101.0	101.0	101.0
SRX2610634	101.0	101.0	101.0
SRX2610635	101.0	101.0	101.0
SRX2610636	101.0	101.0	101.0
SRX2610637	101.0	101.0	101.0
SRX2610638	101.0	101.0	101.0
SRX2610639	101.0	101.0	101.0
SRX2610640	101.0	101.0	101.0
SRX2610641	101.0	101.0	101.0
SRX2610642	101.0	101.0	101.0
SRX2610643	101.0	101.0	101.0
SRX2610644	101.0	101.0	101.0
SRX2610645	101.0	101.0	101.0
SRX2610646	101.0	101.0	101.0
SRX2610647	101.0	101.0	101.0
SRX2610648	101.0	101.0	101.0
SRX2610649	101.0	101.0	101.0
SRX2610650	101.0	101.0	101.0
SRX2610651	101.0	101.0	101.0
SRX2610652	101.0	101.0	101.0
SRX2610653	101.0	101.0	101.0
SRX2610654	101.0	101.0	101.0
SRX2610655	101.0	101.0	101.0
SRX2610656	101.0	101.0	101.0
SRX2610657	101.0	101.0	101.0
SRX2610658	101.0	101.0	101.0
SRX2610659	101.0	101.0	101.0
SRX261066	76.0	76.0	76.0
SRX2610660	101.0	101.0	101.0
SRX2610661	101.0	101.0	101.0
SRX2610662	101.0	101.0	101.0
SRX2610663	101.0	101.0	101.0
SRX2610664	101.0	101.0	101.0
SRX2610665	101.0	101.0	101.0
SRX2610666	101.0	101.0	101.0
SRX2610667	101.0	101.0	101.0
SRX2610668	101.0	101.0	101.0
SRX2610669	101.0	101.0	101.0
SRX2610670	101.0	101.0	101.0
SRX2610671	101.0	101.0	101.0
SRX2610672	101.0	101.0	101.0
SRX2610673	101.0	101.0	101.0
SRX2610674	101.0	101.0	101.0
SRX2610675	101.0	101.0	101.0
SRX2610676	101.0	101.0	101.0
SRX2610677	101.0	101.0	101.0
SRX2610678	101.0	101.0	101.0
SRX2610679	101.0	101.0	101.0
SRX2610680	101.0	101.0	101.0
SRX2610681	101.0	101.0	101.0
SRX2610682	101.0	101.0	101.0
SRX2610683	101.0	101.0	101.0
SRX2610684	101.0	101.0	101.0
SRX2610685	101.0	101.0	101.0
SRX2610686	101.0	101.0	101.0
SRX2610687	101.0	101.0	101.0
SRX2610688	101.0	101.0	101.0
SRX2610689	101.0	101.0	101.0
SRX2610690	101.0	101.0	101.0
SRX2610691	101.0	101.0	101.0
SRX2610692	101.0	101.0	101.0
SRX2610693	101.0	101.0	101.0
SRX2610694	101.0	101.0	101.0
SRX261073	76.0	76.0	76.0
SRX261076	76.0	76.0	76.0
SRX261080	76.0	76.0	76.0
SRX261083	76.0	76.0	76.0
SRX261093	76.0	76.0	76.0
SRX261095	76.0	76.0	76.0
SRX261102	76.0	76.0	76.0
SRX261119	76.0	76.0	76.0
SRX261128	76.0	76.0	76.0
SRX261157	76.0	76.0	76.0
SRX261181	76.0	76.0	76.0
SRX261184	76.0	76.0	76.0
SRX261196	76.0	76.0	76.0
SRX261203	76.0	76.0	76.0
SRX261218	76.0	76.0	76.0
SRX261222	76.0	76.0	76.0
SRX261224	76.0	76.0	76.0
SRX261228	76.0	76.0	76.0
SRX261231	76.0	76.0	76.0
SRX261233	76.0	76.0	76.0
SRX261238	76.0	76.0	76.0
SRX261247	76.0	76.0	76.0
SRX261250	76.0	76.0	76.0
SRX261261	76.0	76.0	76.0
SRX261266	76.0	76.0	76.0
SRX261291	76.0	76.0	76.0
SRX261297	76.0	76.0	76.0
SRX261305	76.0	76.0	76.0
SRX261308	76.0	76.0	76.0
SRX261326	76.0	76.0	76.0
SRX261330	76.0	76.0	76.0
SRX261338	76.0	76.0	76.0
SRX261348	76.0	76.0	76.0
SRX261356	76.0	76.0	76.0
SRX261362	76.0	76.0	76.0
SRX261367	76.0	76.0	76.0
SRX261371	76.0	76.0	76.0
SRX261388	76.0	76.0	76.0
SRX261393	76.0	76.0	76.0
SRX261396	76.0	76.0	76.0
SRX261400	76.0	76.0	76.0
SRX261404	76.0	76.0	76.0
SRX261411	76.0	76.0	76.0
SRX261417	76.0	76.0	76.0
SRX261450	76.0	76.0	76.0
SRX261454	76.0	76.0	76.0
SRX261457	76.0	76.0	76.0
SRX261464	76.0	76.0	76.0
SRX261472	76.0	76.0	76.0
SRX261480	76.0	76.0	76.0
SRX261490	76.0	76.0	76.0
SRX261493	76.0	76.0	76.0
SRX261496	76.0	76.0	76.0
SRX261516	76.0	76.0	76.0
SRX261517	76.0	76.0	76.0
SRX261518	76.0	76.0	76.0
SRX261531	76.0	76.0	76.0
SRX261552	76.0	76.0	76.0
SRX261554	76.0	76.0	76.0
SRX261559	76.0	76.0	76.0
SRX261585	76.0	76.0	76.0
SRX261592	76.0	76.0	76.0
SRX261597	76.0	76.0	76.0
SRX261614	76.0	76.0	76.0
SRX261618	76.0	76.0	76.0
SRX261661	76.0	76.0	76.0
SRX261681	76.0	76.0	76.0
SRX261690	76.0	76.0	76.0
SRX261700	76.0	76.0	76.0
SRX261726	76.0	76.0	76.0
SRX261730	76.0	76.0	76.0
SRX261734	76.0	76.0	76.0
SRX261742	76.0	76.0	76.0
SRX261749	76.0	76.0	76.0
SRX261759	76.0	76.0	76.0
SRX261768	76.0	76.0	76.0
SRX261783	76.0	76.0	76.0
SRX261799	76.0	76.0	76.0
SRX261818	76.0	76.0	76.0
SRX261831	76.0	76.0	76.0
SRX261834	76.0	76.0	76.0
SRX261849	76.0	76.0	76.0
SRX261851	76.0	76.0	76.0
SRX261878	76.0	76.0	76.0
SRX261897	76.0	76.0	76.0
SRX261900	76.0	76.0	76.0
SRX261912	76.0	76.0	76.0
SRX261924	76.0	76.0	76.0
SRX261938	76.0	76.0	76.0
SRX261953	76.0	76.0	76.0
SRX261963	76.0	76.0	76.0
SRX261966	76.0	76.0	76.0
SRX261971	76.0	76.0	76.0
SRX261974	76.0	76.0	76.0
SRX261983	76.0	76.0	76.0
