taxon ID
8287
8292
8342
8457
8459
8492
8493
8504
1294634
8509
119203
33208
33213
33317
8782
41665
33511
9347
9443
38609
6040
6072
6073
436491
6656
1329799
88770
2759
314146
6960
117571
1338369
118072
89593
7711
7712
7742
7776
7777
7778
32440
7878
7898
40674
32523
32524
32525
