species count	all taxon count	LCA taxon count
29	407	24
----------All species inserted: 
speciesId	genus	species	speciesCommonName	speciesDisplayOrder	taxonId	genomeFilePath	genomeVersion	dataSourceId	genomeSpeciesId	fakeGeneIdPrefix
41197	Heteroneura	NULL	648	655	24	0
37567	Ditrysia	NULL	649	654	25	0
104431	Obtectomera	NULL	650	653	26	0
37572	Papilionoidea	butterflies	651	652	27	0
7147	Diptera	flies	660	725	20	0
7203	Brachycera	NULL	661	706	21	0
43733	Muscomorpha	NULL	662	705	22	0
480118	Eremoneura	NULL	663	704	23	0
480117	Cyclorrhapha	NULL	664	703	24	0
43738	Schizophora	NULL	665	702	25	0
43741	Acalyptratae	NULL	666	701	26	0
43746	Ephydroidea	NULL	667	700	27	0
7214	Drosophilidae	pomace flies	668	699	28	0
43845	Drosophilinae	NULL	669	698	29	0
46877	Drosophilini	NULL	670	697	30	0
7215	Drosophila	fruit flies	671	696	31	1
32281	Drosophila	NULL	672	681	32	1
32321	repleta group	NULL	673	678	33	0
32324	mulleri subgroup	NULL	674	677	34	0
198037	mojavensis species complex	NULL	675	676	35	0
32335	virilis group	NULL	679	680	33	0
32341	Sophophora	NULL	682	695	32	1
32346	melanogaster group	NULL	683	690	33	1
32347	ananassae subgroup	NULL	684	687	34	0
545632	ananassae species complex	NULL	685	686	35	0
32351	melanogaster subgroup	NULL	688	689	34	1
32355	obscura group	NULL	691	694	33	0
32358	pseudoobscura subgroup	NULL	692	693	34	0
7148	Nematocera	NULL	707	724	21	0
43786	Culicomorpha	NULL	708	723	22	0
41827	Culicoidea	NULL	709	722	23	0
7157	Culicidae	mosquitos	710	721	24	0
43816	Anophelinae	NULL	711	720	25	0
7164	Anopheles	NULL	712	719	26	0
44482	Anopheles	NULL	713	718	27	0
44483	Angusticorn	NULL	714	717	28	0
44484	Anopheles	NULL	715	716	29	0
7399	Hymenoptera	NULL	726	731	20	0
7400	Apocrita	wasps, ants and bees	727	730	21	0
7434	Aculeata	NULL	728	729	22	0
1206795	Lophotrochozoa	NULL	743	786	9	0
6340	Annelida	annelid worms	744	757	10	0
6341	Polychaeta	polychaetes	745	756	11	0
105389	Palpata	NULL	746	755	12	0
105391	Canalipalpata	NULL	747	754	13	0
6362	Sabellida	NULL	748	753	14	0
41324	Siboglinidae	NULL	749	752	15	0
6425	Riftia	NULL	750	751	16	0
6447	Mollusca	mollusks	758	783	10	0
6544	Bivalvia	bivalves	759	760	11	0
6605	Cephalopoda	cephalopods	761	780	11	0
6606	Coleoidea	NULL	762	771	12	0
215449	Neocoleoidea	NULL	763	770	13	0
215451	Octopodiformes	NULL	764	769	14	0
6638	Octopoda	NULL	765	768	15	0
61743	Cirrata	NULL	766	767	16	0
32577	Nautiloidea	NULL	772	779	12	0
32578	Nautilida	NULL	773	778	13	0
34571	Nautilidae	NULL	774	777	14	0
34572	Nautilus	NULL	775	776	15	0
6448	Gastropoda	gastropods	781	782	11	0
6217	Nemertea	ribbon worms	784	785	10	0
1312402	Xenacoelomorpha	NULL	788	797	8	0
147099	Acoelomorpha	NULL	789	790	9	0
110814	Xenoturbellida	NULL	791	796	9	0
1547233	Xenoturbellidae	NULL	792	795	10	0
110815	Xenoturbella	NULL	793	794	11	0
6073	Cnidaria	cnidarians	799	806	7	0
6101	Anthozoa	anthozoans	800	805	8	0
6102	Hexacorallia	NULL	801	804	9	0
37512	Ceriantharia	tube-dwelling anemones	802	803	10	0
6040	Porifera	sponges	808	809	6	0
