speciesId	genus	species	speciesCommonName	displayOrder	genomeFilePath	genomeVersion	dataSourceId	genomeSpeciesId	fakeGeneIdPrefix	keywords	comment
47308	neogobius	melanostomus	round goby		neogobius_melanostomus/Neogobius_melanostomus.RGoby_Basel_V2	RGoby_Basel_V2	2	47308			
311401	strix	occidentalis caurina	northern spotted owl		strix_occidentalis_caurina/Strix_occidentalis_caurina.Soccid_v01	Soccid_v01	2	311401			
9541	macaca	fascicularis	Crab-eating macaque		macaca_fascicularis/Macaca_fascicularis.Macaca_fascicularis_6.0	Macaca_fascicularis_6.0	2	9541			
885580	fukomys	damarensis	Damara mole rat		fukomys_damarensis/Fukomys_damarensis.DMR_v1.0	DMR_v1.0	2	885580		fukomys damarensi|fukdam|fdam|fdamarensi|fukomys_damarensi|damara mole rat|885580	
586833	myripristis	murdjan	pinecone soldierfish		myripristis_murdjan/Myripristis_murdjan.fMyrMur1.1	fMyrMur1.1	2	586833			
9643	ursus	americanus	American black bear		ursus_americanus/Ursus_americanus.ASM334442v1	ASM334442v1	2	9643			
7955	danio	rerio	zebrafish		danio_rerio/Danio_rerio.GRCz11	GRCz11	2	7955		danio|zebrafish|d_rerio|7955|danrer|zfish|drer|drerio|danio rerio	
9361	dasypus	novemcinctus	nine-banded armadillo		dasypus_novemcinctus/Dasypus_novemcinctus.Dasnov3.0	Dasnov3.0	2	9361		arma|dasypus novemcinctus|9361|dasypus novemcinctu|armadillo|nine-banded armadillo|dnov|dnovemcinctus|dasnov	
8049	gadus	morhua	Atlantic cod		gadus_morhua/Gadus_morhua.gadMor3.0	gadMor3.0	2	8049			
286419	canis	lupus dingo	dingo		canis_lupus_dingo/Canis_lupus_dingo.ASM325472v1	ASM325472v1	2	286419			
9813	procavia	capensis	cape rock hyrax		procavia_capensis/Procavia_capensis.proCap1	proCap1	2	9813		procavia capensis|pcapensis|cape rock hyrax|rock_hyrax|pcap|9813|procap|hyrax|procaviacapensis	
51154	catagonus	wagneri	Chacoan peccary		catagonus_wagneri/Catagonus_wagneri.CatWag_v2_BIUU_UCD	CatWag_v2_BIUU_UCD	2	51154			
103695	pogona	vitticeps	central bearded dragon		pogona_vitticeps/Pogona_vitticeps.pvi1.1	pvi1.1	2	103695			
68415	moschus	moschiferus	Siberian musk deer		moschus_moschiferus/Moschus_moschiferus.MosMos_v2_BIUU_UCD	MosMos_v2_BIUU_UCD	2	68415			
9689	panthera	leo	lion		panthera_leo/Panthera_leo.PanLeo1.0	PanLeo1.0	2	9689			
59463	myotis	lucifugus	little brown bat		myotis_lucifugus/Myotis_lucifugus.Myoluc2.0	Myoluc2.0	2	59463		little_brown_bat|little brown bat|microbat|myoluc|59463|myotis lucifugus|mluc|mlucifugus	
9669	mustela	putorius furo	Domestic ferret		mustela_putorius_furo/Mustela_putorius_furo.MusPutFur1.0	MusPutFur1.0	2	9669		ferret|mustela putorius furo|mputorius_furo|9669|musput|domestic ferret|mput	
10103	mus	spicilegus	steppe mouse		mus_spicilegus/Mus_spicilegus.MUSP714	MUSP714	2	10103			
37003	kryptolebias	marmoratus	mangrove rivulus		kryptolebias_marmoratus/Kryptolebias_marmoratus.ASM164957v1	ASM164957v1	2	37003			
9089	chrysolophus	pictus	golden pheasant		chrysolophus_pictus/Chrysolophus_pictus.Chrysolophus_pictus_GenomeV1.0	Chrysolophus_pictus_GenomeV1.0	2	9089			
8175	sparus	aurata	gilthead seabream		sparus_aurata/Sparus_aurata.fSpaAur1.1	fSpaAur1.1	2	8175			
9785	loxodonta	africana	African savanna elephant		loxodonta_africana/Loxodonta_africana.loxAfr3	loxAfr3	2	9785		african savanna elephant|loxafr|9785|lafricana|african_elephant|lafr|loxodonta africana|elephant	
8090	oryzias	latipes	Japanese medaka HdrR		oryzias_latipes/Oryzias_latipes.ASM223467v1	ASM223467v1	2	8090		medaka|8090|olatipes|olat|oryzias latipes|japanese medaka|orylat	
8840	anas	platyrhynchos platyrhynchos	common mallard		anas_platyrhynchos_platyrhynchos/Anas_platyrhynchos_platyrhynchos.CAU_duck1.0	CAU_duck1.0	2	8840			
51338	castor	canadensis	American beaver		castor_canadensis/Castor_canadensis.C.can_genome_v1.0	C.can_genome_v1.0	2	51338			
8032	salmo	trutta	brown trout		salmo_trutta/Salmo_trutta.fSalTru1.1	fSalTru1.1	2	8032			
7957	carassius	auratus	goldfish		carassius_auratus/Carassius_auratus.ASM336829v1	ASM336829v1	2	7957			
9978	ochotona	princeps	American pika		ochotona_princeps/Ochotona_princeps.OchPri2.0-Ens	OchPri2.0-Ens	2	9978		opri|pika|9978|oprinceps|ochotona princeps|american pika|ochpri	
8839	anas	platyrhynchos	mallard		anas_platyrhynchos/Anas_platyrhynchos.ASM874695v1	ASM874695v1	2	8839			
336983	colobus	angolensis palliatus	Angola colobus		colobus_angolensis_palliatus/Colobus_angolensis_palliatus.Cang.pa_1.0	Cang.pa_1.0	2	336983			
9615	canis	lupus familiaris	dog		canis_lupus_familiaris/Canis_lupus_familiaris.ROS_Cfam_1.0	ROS_Cfam_1.0	2	9615		canis familiaris|dog|canis lupus familiaris	
9544	macaca	mulatta	Macaque		macaca_mulatta/Macaca_mulatta.Mmul_10	Mmul_10	2	9544			
123683	oryzias	javanicus	javanese ricefish		oryzias_javanicus/Oryzias_javanicus.OJAV_1.1	OJAV_1.1	2	123683			
8022	oncorhynchus	mykiss	rainbow trout		oncorhynchus_mykiss/Oncorhynchus_mykiss.USDA_OmykA_1.1	USDA_OmykA_1.1	2	8022			
244447	cynoglossus	semilaevis	tongue sole		cynoglossus_semilaevis/Cynoglossus_semilaevis.Cse_v1.0	Cse_v1.0	2	244447			
9925	capra	hircus	Goat		capra_hircus/Capra_hircus.ARS1	ARS1	2	9925			
183150	oryzias	sinensis	Chinese medaka		oryzias_sinensis/Oryzias_sinensis.ASM858656v1	ASM858656v1	2	183150			
8187	lates	calcarifer	barramundi perch		lates_calcarifer/Lates_calcarifer.ASB_HGAPassembly_v1	ASB_HGAPassembly_v1	2	8187			
173247	echeneis	naucrates	live sharksucker		echeneis_naucrates/Echeneis_naucrates.fEcheNa1.1	fEcheNa1.1	2	173247			
328815	manacus	vitellinus	golden-collared manakin		manacus_vitellinus/Manacus_vitellinus.ASM171598v2	ASM171598v2	2	328815			
44316	erythrura	gouldiae	Gouldian finch		erythrura_gouldiae/Erythrura_gouldiae.GouldianFinch	GouldianFinch	2	44316			
379532	propithecus	coquereli	Coquerel's sifaka		propithecus_coquereli/Propithecus_coquereli.Pcoq_1.0	Pcoq_1.0	2	379532			
106582	maylandia	zebra	zebra mbuna		maylandia_zebra/Maylandia_zebra.M_zebra_UMD2a	M_zebra_UMD2a	2	106582			
230844	peromyscus	maniculatus bairdii	Northern American deer mouse		peromyscus_maniculatus_bairdii/Peromyscus_maniculatus_bairdii.HU_Pman_2.1	HU_Pman_2.1	2	230844		perman|pmaniculatus_bairdii|northern american deer mouse|230844|pman|peromyscus maniculatus bairdii	
42100	phocoena	sinus	vaquita		phocoena_sinus/Phocoena_sinus.mPhoSin1.pri	mPhoSin1.pri	2	42100			
38772	gopherus	agassizii	Agassiz's desert tortoise		gopherus_agassizii/Gopherus_agassizii.ASM289641v1	ASM289641v1	2	38772			
1196302	corvus	moneduloides	New Caledonian crow		corvus_moneduloides/Corvus_moneduloides.bCorMon1.pri	bCorMon1.pri	2	1196302			
113540	scleropages	formosus	Asian bonytongue		scleropages_formosus/Scleropages_formosus.fSclFor1.1	fSclFor1.1	2	113540			
158456	betta	splendens	Siamese fighting fish		betta_splendens/Betta_splendens.fBetSpl5.2	fBetSpl5.2	2	158456			
9704	zalophus	californianus	california sea lion		zalophus_californianus/Zalophus_californianus.mZalCal1.pri	mZalCal1.pri	2	9704			
7868	callorhinchus	milii	elephant shark		callorhinchus_milii/Callorhinchus_milii.Callorhinchus_milii-6.1.3	Callorhinchus_milii-6.1.3	2	7868			
7994	astyanax	mexicanus	Mexican tetra		astyanax_mexicanus/Astyanax_mexicanus.Astyanax_mexicanus-2.0	Astyanax_mexicanus-2.0	2	7994		astyanax mexicanus|astmex|amexicanus|amex|7994|cave fish	
9793	equus	asinus	ass		equus_asinus/Equus_asinus.ASM1607732v2	ASM1607732v2	2	9793			
307959	sinocyclocheilus	rhinocerous	horned golden-line barbel		sinocyclocheilus_rhinocerous/Sinocyclocheilus_rhinocerous.SAMN03320098_v1.1	SAMN03320098_v1.1	2	307959			
8364	xenopus	tropicalis	tropical clawed frog		xenopus_tropicalis/Xenopus_tropicalis.UCB_Xtro_10.0	UCB_Xtro_10.0	2	8364			
9568	mandrillus	leucophaeus	Drill		mandrillus_leucophaeus/Mandrillus_leucophaeus.Mleu.le_1.0	Mleu.le_1.0	2	9568			
8663	notechis	scutatus	mainland tiger snake		notechis_scutatus/Notechis_scutatus.TS10Xv2-PRI	TS10Xv2-PRI	2	8663			
9598	pan	troglodytes	chimpanzee		pan_troglodytes/Pan_troglodytes.Pan_tro_3.0	Pan_tro_3.0	2	9598		ptroglodytes|pan troglodytes|pantro|9598|chimpanzee|ptro|chimp|common chimpanzee	
8673	pseudonaja	textilis	eastern brown snake		pseudonaja_textilis/Pseudonaja_textilis.EBS10Xv2-PRI	EBS10Xv2-PRI	2	8673			
559292	saccharomyces	cerevisiae	baker's yeast		saccharomyces_cerevisiae/Saccharomyces_cerevisiae.R64-1-1	R64-1-1	2	559292		saccharomyces cerevisiae s288c|saccharomyces cerevisiae (baker's yeast)|saccharomyces cerevisiae|s_cerevisiae	
9371	echinops	telfairi	small Madagascar hedgehog		echinops_telfairi/Echinops_telfairi.TENREC	TENREC	2	9371		lesser hedgehog tenrec|etelfairi|echinops telfairi|madagascar_hedgehog|9371|etel|tenrec|lesser_hedgehog|small madagascar hedgehog|echtel	
1676925	paramormyrops	kingsleyae	Paramormyrops kingsleyae		paramormyrops_kingsleyae/Paramormyrops_kingsleyae.PKINGS_0.1	PKINGS_0.1	2	1676925			
8078	fundulus	heteroclitus	mummichog		fundulus_heteroclitus/Fundulus_heteroclitus.Fundulus_heteroclitus-3.0.2	Fundulus_heteroclitus-3.0.2	2	8078			
7227	drosophila	melanogaster	Fruit fly		drosophila_melanogaster/Drosophila_melanogaster.BDGP6.46	BDGP6.46	2	7227		d.mel|dmel|d. melanogaster	
9365	erinaceus	europaeus	western European hedgehog		erinaceus_europaeus/Erinaceus_europaeus.HEDGEHOG	HEDGEHOG	2	9365		9365|eeuropaeus|hedgehog|eeur|erinaceus europaeus|erieur|western_european_hedgehog|western european hedgehog	
10036	mesocricetus	auratus	Golden Hamster		mesocricetus_auratus/Mesocricetus_auratus.MesAur1.0	MesAur1.0	2	10036		mesaur|mesocricetus auratus|golden hamster|10036|maur|mauratus	
132585	anser	brachyrhynchus	pink-footed goose		anser_brachyrhynchus/Anser_brachyrhynchus.ASM259213v1	ASM259213v1	2	132585			
8823	apteryx	haastii	Great spotted kiwi		apteryx_haastii/Apteryx_haastii.aptHaa1	aptHaa1	2	8823			
47969	oreochromis	aureus	blue tilapia		oreochromis_aureus/Oreochromis_aureus.ZZ_aureus	ZZ_aureus	2	47969			
42514	pygocentrus	nattereri	red-bellied piranha		pygocentrus_nattereri/Pygocentrus_nattereri.fPygNat1.pri	fPygNat1.pri	2	42514			
30538	vicugna	pacos	alpaca		vicugna_pacos/Vicugna_pacos.vicPac1	vicPac1	2	30538		30538|vicpac|vpac|vpacos|vicugnapacos|vicugna pacos|alpaca	
32507	neolamprologus	brichardi	lyretail cichlid		neolamprologus_brichardi/Neolamprologus_brichardi.NeoBri1.0	NeoBri1.0	2	32507			
7950	clupea	harengus	Atlantic herring		clupea_harengus/Clupea_harengus.Ch_v2.0.2v2	Ch_v2.0.2v2	2	7950			
9627	vulpes	vulpes	red fox		vulpes_vulpes/Vulpes_vulpes.VulVul2.2	VulVul2.2	2	9627		fox|silver fox	
9749	delphinapterus	leucas	beluga whale		delphinapterus_leucas/Delphinapterus_leucas.ASM228892v3	ASM228892v3	2	9749			
224669	buteo	japonicus	eastern buzzard		buteo_japonicus/Buteo_japonicus.ButJap1.0	ButJap1.0	2	224669			
9999	urocitellus	parryii	Arctic ground squirrel		urocitellus_parryii/Urocitellus_parryii.ASM342692v1	ASM342692v1	2	9999			
1841481	seriola	lalandi dorsalis	yellowtail amberjack		seriola_lalandi_dorsalis/Seriola_lalandi_dorsalis.Sedor1	Sedor1	2	1841481			
9031	gallus	gallus	chicken		gallus_gallus/Gallus_gallus.bGalGal1.mat.broiler.GRCg7b	bGalGal1.mat.broiler.GRCg7b	2	9031		gallus gallus|chicken|9031|ggallus|galgal|ggal|g_gallus	
211598	accipiter	nisus	Eurasian sparrowhawk		accipiter_nisus/Accipiter_nisus.Accipiter_nisus_ver1.0	Accipiter_nisus_ver1.0	2	211598			
452646	neovison	vison	American mink		neovison_vison/Neovison_vison.NNQGG.v01	NNQGG.v01	2	452646			
48699	poecilia	latipinna	sailfin molly		poecilia_latipinna/Poecilia_latipinna.P_latipinna-1.0	P_latipinna-1.0	2	48699			
367368	pelusios	castaneus	West African mud turtle		pelusios_castaneus/Pelusios_castaneus.Pelusios_castaneus-1.0	Pelusios_castaneus-1.0	2	367368			
106734	chelonoidis	abingdonii	Abingdon island giant tortoise		chelonoidis_abingdonii/Chelonoidis_abingdonii.ASM359739v1	ASM359739v1	2	106734			
8475	chelydra	serpentina	Common snapping turtle		chelydra_serpentina/Chelydra_serpentina.Chelydra_serpentina-1.0	Chelydra_serpentina-1.0	2	8475			
59479	rhinolophus	ferrumequinum	greater horseshoe bat		rhinolophus_ferrumequinum/Rhinolophus_ferrumequinum.mRhiFer1_v1.p	mRhiFer1_v1.p	2	59479			
10090	mus	musculus	mouse		mus_musculus/Mus_musculus.GRCm39	GRCm39	2	10090		10090|mus|house mouse|mus musculus|mmus|m_musculus|musmus|mmusculus|mouse|ensmm	
215358	larimichthys	crocea	large yellow croaker		larimichthys_crocea/Larimichthys_crocea.L_crocea_2.0	L_crocea_2.0	2	215358			
205130	mastacembelus	armatus	zig-zag eel		mastacembelus_armatus/Mastacembelus_armatus.fMasArm1.2	fMasArm1.2	2	205130			
100819	falco	tinnunculus	common kestrel		falco_tinnunculus/Falco_tinnunculus.FalTin1.0	FalTin1.0	2	100819			
8154	astatotilapia	calliptera	eastern happy		astatotilapia_calliptera/Astatotilapia_calliptera.fAstCal1.3	fAstCal1.3	2	8154			
8502	crocodylus	porosus	Australian saltwater crocodile		crocodylus_porosus/Crocodylus_porosus.CroPor_comp1	CroPor_comp1	2	8502			
35670	naja	naja	Indian cobra		naja_naja/Naja_naja.Nana_v5	Nana_v5	2	35670			
9771	balaenoptera	musculus	Blue whale		balaenoptera_musculus/Balaenoptera_musculus.mBalMus1.v2	mBalMus1.v2	2	9771			
9739	tursiops	truncatus	bottlenosed dolphin		tursiops_truncatus/Tursiops_truncatus.turTru1	turTru1	2	9739		ttru|bottlenose dolphin|dolphin|9739|tursiops truncatus|turtru|tursiopstruncatus|bottlenosed dolphin|ttruncatus	
441894	struthio	camelus australis	African ostrich		struthio_camelus_australis/Struthio_camelus_australis.ASM69896v1	ASM69896v1	2	441894			
8081	poecilia	reticulata	guppy		poecilia_reticulata/Poecilia_reticulata.Guppy_female_1.0_MT	Guppy_female_1.0_MT	2	8081			
13616	monodelphis	domestica	gray short-tailed opossum		monodelphis_domestica/Monodelphis_domestica.ASM229v1	ASM229v1	2	13616		mdom|gray short-tailed opossum|mondom|opossum|13616|monodelphis domestica|mdomestica|broado5	
161767	amphiprion	percula	orange clownfish		amphiprion_percula/Amphiprion_percula.Nemo_v1	Nemo_v1	2	161767			
156563	cyanistes	caeruleus	blue tit		cyanistes_caeruleus/Cyanistes_caeruleus.cyaCae2	cyaCae2	2	156563			
241587	amazona	collaria	yellow-billed parrot		amazona_collaria/Amazona_collaria.ASM394721v1	ASM394721v1	2	241587			
64176	podarcis	muralis	common wall lizard		podarcis_muralis/Podarcis_muralis.PodMur_1.0	PodMur_1.0	2	64176			
28377	anolis	carolinensis	green anole		anolis_carolinensis/Anolis_carolinensis.AnoCar2.0v2	AnoCar2.0v2	2	28377			
2489341	strigops	habroptila	Kakapo		strigops_habroptila/Strigops_habroptila.bStrHab1_v1.p	bStrHab1_v1.p	2	2489341			
9595	gorilla	gorilla	Western Lowland Gorilla		gorilla_gorilla/Gorilla_gorilla.gorGor4	gorGor4	2	9595		gorilla_gorilla_gorilla|gorilla|9595|gorilla gorilla|ggorilla|western gorilla|ggor|9593|gorgor|gorilla gorilla gorilla	
