libraryId	reads	min_read_size	max_read_size	number_aligned	number_unique_aligned	prop_aligned	prop_unique_aligned	number_targets	start_time	kallisto_version
ERX3639468	493141	75	75	359452	71270	72.9	14.5	435330	Thu Jul 10 16:28:52 2025	0.51.0
ERX3639469	528788	75	75	391791	73257	74.1	13.9	435330	Thu Jul 10 16:30:38 2025	0.51.0
ERX3639470	582402	75	75	418059	85981	71.8	14.8	435330	Thu Jul 10 16:32:21 2025	0.51.0
ERX3639471	459351	75	75	308679	68345	67.2	14.9	435330	Thu Jul 10 16:34:08 2025	0.51.0
ERX3639472	708515	75	75	535688	98170	75.6	13.9	435330	Thu Jul 10 16:35:50 2025	0.51.0
ERX3639473	537997	75	75	387494	78830	72	14.7	435330	Thu Jul 10 16:37:38 2025	0.51.0
ERX3639474	711807	75	75	519607	96789	73	13.6	435330	Thu Jul 10 16:39:16 2025	0.51.0
ERX3639475	658379	75	75	472592	92602	71.8	14.1	435330	Thu Jul 10 16:40:59 2025	0.51.0
ERX3639476	483629	75	75	360806	64168	74.6	13.3	435330	Thu Jul 10 16:42:41 2025	0.51.0
ERX3639477	688487	75	75	491073	96715	71.3	14	435330	Thu Jul 10 16:44:16 2025	0.51.0
ERX3639479	576912	75	75	413360	80538	71.7	14	435330	Thu Jul 10 16:47:20 2025	0.51.0
ERX3639480	627996	75	75	435430	88208	69.3	14	435330	Thu Jul 10 16:48:57 2025	0.51.0
ERX3639482	573639	75	75	419346	83190	73.1	14.5	435330	Thu Jul 10 16:52:05 2025	0.51.0
ERX3639483	452937	75	75	312057	63780	68.9	14.1	435330	Thu Jul 10 16:53:44 2025	0.51.0
ERX3639484	623610	75	75	402369	97257	64.5	15.6	435330	Thu Jul 10 16:55:17 2025	0.51.0
ERX3639485	622479	75	75	451015	90628	72.5	14.6	435330	Thu Jul 10 16:56:56 2025	0.51.0
ERX3639486	481617	75	75	365948	74363	76	15.4	435330	Thu Jul 10 16:58:40 2025	0.51.0
ERX3639488	494656	75	75	346053	71768	70	14.5	435330	Thu Jul 10 17:01:42 2025	0.51.0
ERX3639489	506872	75	75	353142	70776	69.7	14	435330	Thu Jul 10 17:03:18 2025	0.51.0
ERX3639490	488042	75	75	358705	70056	73.5	14.4	435330	Thu Jul 10 17:04:55 2025	0.51.0
ERX3639492	647859	75	75	457581	96789	70.6	14.9	435330	Thu Jul 10 17:07:57 2025	0.51.0
ERX3639494	610328	75	75	445386	90044	73	14.8	435330	Thu Jul 10 17:10:58 2025	0.51.0
ERX3639495	611543	75	75	451667	89829	73.9	14.7	435330	Thu Jul 10 17:12:40 2025	0.51.0
ERX3639496	548443	75	75	396784	74673	72.3	13.6	435330	Thu Jul 10 17:14:22 2025	0.51.0
ERX3639497	612007	75	75	462806	103229	75.6	16.9	435330	Thu Jul 10 17:16:02 2025	0.51.0
ERX3639498	599988	75	75	421985	92385	70.3	15.4	435330	Thu Jul 10 17:17:44 2025	0.51.0
ERX3639499	554228	75	75	413017	81995	74.5	14.8	435330	Thu Jul 10 17:19:26 2025	0.51.0
ERX3639501	530420	75	75	387158	74409	73	14	435330	Thu Jul 10 17:22:28 2025	0.51.0
ERX3639502	734090	75	75	538407	109938	73.3	15	435330	Thu Jul 10 17:24:05 2025	0.51.0
ERX3639503	570068	75	75	424085	82594	74.4	14.5	435330	Thu Jul 10 17:25:49 2025	0.51.0
ERX3639504	796040	75	75	515565	119852	64.8	15.1	435330	Thu Jul 10 17:27:28 2025	0.51.0
ERX3639505	550144	75	75	400684	76326	72.8	13.9	435330	Thu Jul 10 17:29:15 2025	0.51.0
ERX3639506	693462	75	75	496665	86716	71.6	12.5	435330	Thu Jul 10 17:30:55 2025	0.51.0
ERX3639507	558950	75	75	403928	69943	72.3	12.5	435330	Thu Jul 10 17:32:37 2025	0.51.0
ERX3639508	670393	75	75	497078	97953	74.1	14.6	435330	Thu Jul 10 17:34:16 2025	0.51.0
ERX3639509	500253	75	75	315721	81031	63.1	16.2	435330	Thu Jul 10 17:36:00 2025	0.51.0
ERX3639510	693045	75	75	512614	95393	74	13.8	435330	Thu Jul 10 17:37:36 2025	0.51.0
ERX3639512	688063	75	75	499525	96456	72.6	14	435330	Thu Jul 10 17:40:48 2025	0.51.0
ERX3639513	632764	75	75	471463	93442	74.5	14.8	435330	Thu Jul 10 17:42:29 2025	0.51.0
ERX3639515	493129	75	75	344328	67314	69.8	13.7	435330	Thu Jul 10 17:45:35 2025	0.51.0
ERX3639516	540622	75	75	400333	87209	74.1	16.1	435330	Thu Jul 10 17:47:12 2025	0.51.0
ERX3639517	669011	75	75	493703	99284	73.8	14.8	435330	Thu Jul 10 16:23:59 2025	0.51.0
ERX3639519	471688	75	75	309965	59981	65.7	12.7	435330	Thu Jul 10 16:27:11 2025	0.51.0
ERX3639520	470873	75	75	318079	74584	67.6	15.8	435330	Thu Jul 10 16:28:55 2025	0.51.0
ERX3639524	477701	75	75	311757	72297	65.3	15.1	435330	Thu Jul 10 16:35:03 2025	0.51.0
ERX3639525	415999	75	75	272596	67081	65.5	16.1	435330	Thu Jul 10 16:36:44 2025	0.51.0
ERX3639526	762928	75	75	589574	98164	77.3	12.9	435330	Thu Jul 10 16:38:18 2025	0.51.0
ERX3639528	404889	75	75	269722	59981	66.6	14.8	435330	Thu Jul 10 16:41:31 2025	0.51.0
ERX3639529	501885	75	75	355279	78946	70.8	15.7	435330	Thu Jul 10 16:43:02 2025	0.51.0
ERX3639530	533288	75	75	402075	75382	75.4	14.1	435330	Thu Jul 10 16:44:39 2025	0.51.0
ERX3639532	430013	75	75	297932	57464	69.3	13.4	435330	Thu Jul 10 16:47:41 2025	0.51.0
ERX3639533	574962	75	75	426857	87940	74.2	15.3	435330	Thu Jul 10 16:49:16 2025	0.51.0
ERX3639534	672618	75	75	478225	97578	71.1	14.5	435330	Thu Jul 10 16:50:54 2025	0.51.0
ERX3639536	700075	75	75	497050	99469	71	14.2	435330	Thu Jul 10 16:53:58 2025	0.51.0
ERX3639537	564350	75	75	407988	94600	72.3	16.8	435330	Thu Jul 10 16:55:37 2025	0.51.0
ERX3639539	614001	75	75	446397	84014	72.7	13.7	435330	Thu Jul 10 16:58:46 2025	0.51.0
ERX3639540	473620	75	75	339946	76965	71.8	16.3	435330	Thu Jul 10 17:00:27 2025	0.51.0
ERX3639541	554254	75	75	354613	78118	64	14.1	435330	Thu Jul 10 17:02:02 2025	0.51.0
ERX3639542	480647	75	75	348380	68488	72.5	14.2	435330	Thu Jul 10 17:03:43 2025	0.51.0
ERX3639543	626582	75	75	444137	89313	70.9	14.3	435330	Thu Jul 10 17:05:17 2025	0.51.0
ERX3639544	405681	75	75	264803	58494	65.3	14.4	435330	Thu Jul 10 17:07:00 2025	0.51.0
ERX3639545	521968	75	75	396663	72244	76	13.8	435330	Thu Jul 10 17:08:31 2025	0.51.0
ERX3639546	639754	75	75	494155	94937	77.2	14.8	435330	Thu Jul 10 17:10:10 2025	0.51.0
ERX3639547	691048	75	75	506679	100312	73.3	14.5	435330	Thu Jul 10 17:11:48 2025	0.51.0
ERX3639549	787891	75	75	592825	107148	75.2	13.6	435330	Thu Jul 10 17:15:02 2025	0.51.0
ERX3639550	711480	75	75	532996	94643	74.9	13.3	435330	Thu Jul 10 17:16:50 2025	0.51.0
ERX3639551	628808	75	75	452540	92520	72	14.7	435330	Thu Jul 10 17:18:34 2025	0.51.0
ERX3639552	612953	75	75	440310	87780	71.8	14.3	435330	Thu Jul 10 17:20:20 2025	0.51.0
ERX3639553	535410	75	75	367940	80359	68.7	15	435330	Thu Jul 10 17:22:01 2025	0.51.0
ERX3639554	490683	75	75	340173	71860	69.3	14.6	435330	Thu Jul 10 17:23:38 2025	0.51.0
ERX3639555	595532	75	75	417903	81815	70.2	13.7	435330	Thu Jul 10 17:25:15 2025	0.51.0
ERX3639556	462895	75	75	324524	66966	70.1	14.5	435330	Thu Jul 10 17:26:56 2025	0.51.0
ERX3639557	720317	75	75	557743	104333	77.4	14.5	435330	Thu Jul 10 17:28:33 2025	0.51.0
ERX3639558	465707	75	75	326900	66013	70.2	14.2	435330	Thu Jul 10 17:30:16 2025	0.51.0
ERX3639559	628059	75	75	433675	93451	69.1	14.9	435330	Thu Jul 10 17:31:53 2025	0.51.0
ERX3639560	621201	75	75	449771	93848	72.4	15.1	435330	Thu Jul 10 17:33:36 2025	0.51.0
ERX3639561	517000	75	75	379591	79689	73.4	15.4	435330	Thu Jul 10 17:35:18 2025	0.51.0
ERX3639562	476247	75	75	317375	65741	66.6	13.8	435330	Thu Jul 10 17:36:57 2025	0.51.0
ERX3639563	469784	75	75	318460	61028	67.8	13	435330	Thu Jul 10 17:38:34 2025	0.51.0
ERX3639564	407444	75	75	295581	62340	72.5	15.3	435330	Thu Jul 10 17:40:10 2025	0.51.0
ERX3639565	700320	75	75	503738	110070	71.9	15.7	435330	Thu Jul 10 17:41:45 2025	0.51.0
ERX3639566	446644	75	75	295323	57716	66.1	12.9	435330	Thu Jul 10 17:43:32 2025	0.51.0
ERX3639567	546485	75	75	412741	75326	75.5	13.8	435330	Thu Jul 10 17:45:09 2025	0.51.0
ERX3639568	604214	75	75	402289	86541	66.6	14.3	435330	Thu Jul 10 17:46:46 2025	0.51.0
ERX3639569	567893	75	75	397696	79760	70	14	435330	Thu Jul 10 16:23:58 2025	0.51.0
ERX3639570	430182	75	75	275436	70601	64	16.4	435330	Thu Jul 10 16:25:40 2025	0.51.0
ERX3639572	507492	75	75	372967	70200	73.5	13.8	435330	Thu Jul 10 16:28:38 2025	0.51.0
ERX3639573	451635	75	75	310457	58540	68.7	13	435330	Thu Jul 10 16:30:21 2025	0.51.0
ERX3639575	539575	75	75	396689	76282	73.5	14.1	435330	Thu Jul 10 16:33:35 2025	0.51.0
ERX3639577	450471	75	75	326992	64535	72.6	14.3	435330	Thu Jul 10 16:36:47 2025	0.51.0
ERX3639578	536036	75	75	375813	78679	70.1	14.7	435330	Thu Jul 10 16:38:21 2025	0.51.0
ERX3639581	472061	75	75	318591	62921	67.5	13.3	435330	Thu Jul 10 16:42:46 2025	0.51.0
ERX3639584	731512	75	75	501044	95534	68.5	13.1	435330	Thu Jul 10 16:47:08 2025	0.51.0
ERX3639586	517467	75	75	350418	73713	67.7	14.2	435330	Thu Jul 10 16:50:17 2025	0.51.0
ERX3639587	521478	75	75	383737	71115	73.6	13.6	435330	Thu Jul 10 16:51:54 2025	0.51.0
ERX3639588	665799	75	75	477327	89515	71.7	13.4	435330	Thu Jul 10 16:53:30 2025	0.51.0
ERX3639589	616055	75	75	440705	88613	71.5	14.4	435330	Thu Jul 10 16:55:08 2025	0.51.0
ERX3639590	580957	75	75	401963	86824	69.2	14.9	435330	Thu Jul 10 16:56:44 2025	0.51.0
ERX3639591	734361	75	75	537668	110783	73.2	15.1	435330	Thu Jul 10 16:58:21 2025	0.51.0
ERX3639592	465326	75	75	323150	66940	69.4	14.4	435330	Thu Jul 10 17:00:05 2025	0.51.0
ERX3639593	461443	75	75	297086	65637	64.4	14.2	435330	Thu Jul 10 17:01:38 2025	0.51.0
ERX3639595	605158	75	75	421363	89398	69.6	14.8	435330	Thu Jul 10 17:04:37 2025	0.51.0
ERX3639596	562002	75	75	405920	80888	72.2	14.4	435330	Thu Jul 10 17:06:18 2025	0.51.0
ERX3639597	409894	75	75	278969	59139	68.1	14.4	435330	Thu Jul 10 17:07:57 2025	0.51.0
ERX3639598	556147	75	75	391732	87383	70.4	15.7	435330	Thu Jul 10 17:09:29 2025	0.51.0
ERX3639600	507807	75	75	374640	70923	73.8	14	435330	Thu Jul 10 17:12:33 2025	0.51.0
ERX3639601	518087	75	75	376409	75065	72.7	14.5	435330	Thu Jul 10 17:14:12 2025	0.51.0
ERX3639602	653138	75	75	478295	92424	73.2	14.2	435330	Thu Jul 10 17:15:49 2025	0.51.0
ERX3639603	418190	75	75	292367	63800	69.9	15.3	435330	Thu Jul 10 17:17:31 2025	0.51.0
ERX3639604	550459	75	75	383148	73888	69.6	13.4	435330	Thu Jul 10 17:19:02 2025	0.51.0
ERX3639605	446865	75	75	225532	56456	50.5	12.6	435330	Thu Jul 10 17:20:42 2025	0.51.0
ERX3639606	401630	75	75	289890	58646	72.2	14.6	435330	Thu Jul 10 17:22:18 2025	0.51.0
ERX3639608	559446	75	75	426600	76172	76.3	13.6	435330	Thu Jul 10 17:25:11 2025	0.51.0
ERX3639609	477026	75	75	334085	66643	70	14	435330	Thu Jul 10 17:26:51 2025	0.51.0
ERX3639610	584058	75	75	417740	79359	71.5	13.6	435330	Thu Jul 10 17:28:29 2025	0.51.0
ERX3639615	568590	75	75	419616	81119	73.8	14.3	435330	Thu Jul 10 17:36:20 2025	0.51.0
ERX3639616	402565	75	75	287502	50905	71.4	12.6	435330	Thu Jul 10 17:38:00 2025	0.51.0
ERX3639617	517312	75	75	393522	67972	76.1	13.1	435330	Thu Jul 10 17:39:34 2025	0.51.0
ERX3639618	415377	75	75	268169	57978	64.6	14	435330	Thu Jul 10 17:41:13 2025	0.51.0
ERX3639619	457011	75	75	335934	67386	73.5	14.7	435330	Thu Jul 10 17:42:48 2025	0.51.0
ERX3639620	477401	75	75	347222	67606	72.7	14.2	435330	Thu Jul 10 17:44:26 2025	0.51.0
ERX3639622	623678	75	75	444335	82451	71.2	13.2	435330	Thu Jul 10 16:25:22 2025	0.51.0
ERX3639624	747661	75	75	523759	110677	70.1	14.8	435330	Thu Jul 10 16:28:35 2025	0.51.0
ERX3639625	444653	75	75	308293	62719	69.3	14.1	435330	Thu Jul 10 16:30:30 2025	0.51.0
ERX3639626	618363	75	75	472583	91319	76.4	14.8	435330	Thu Jul 10 16:32:15 2025	0.51.0
ERX3639627	702538	75	75	490753	98315	69.9	14	435330	Thu Jul 10 16:34:03 2025	0.51.0
ERX3639628	437795	75	75	209329	62487	47.8	14.3	435330	Thu Jul 10 16:36:02 2025	0.51.0
ERX3639629	649906	75	75	497047	97588	76.5	15	435330	Thu Jul 10 16:37:46 2025	0.51.0
ERX3639630	471668	75	75	321630	64363	68.2	13.6	435330	Thu Jul 10 16:39:23 2025	0.51.0
ERX3639632	732342	75	75	529907	104084	72.4	14.2	435330	Thu Jul 10 16:42:23 2025	0.51.0
ERX3639637	668355	75	75	468949	95800	70.2	14.3	435330	Thu Jul 10 16:49:31 2025	0.51.0
ERX3639638	665501	75	75	485087	93525	72.9	14.1	435330	Thu Jul 10 16:51:10 2025	0.51.0
ERX3639639	760040	75	75	570338	110707	75	14.6	435330	Thu Jul 10 16:52:47 2025	0.51.0
ERX3639640	655608	75	75	492207	98378	75.1	15	435330	Thu Jul 10 16:54:27 2025	0.51.0
ERX3639641	518691	75	75	373630	69729	72	13.4	435330	Thu Jul 10 16:56:04 2025	0.51.0
ERX3639642	733839	75	75	532457	100981	72.6	13.8	435330	Thu Jul 10 16:57:36 2025	0.51.0
ERX3639643	699333	75	75	502572	104960	71.9	15	435330	Thu Jul 10 16:59:18 2025	0.51.0
ERX3639644	664467	75	75	472364	84762	71.1	12.8	435330	Thu Jul 10 17:00:57 2025	0.51.0
ERX3639645	622673	75	75	452354	90585	72.6	14.5	435330	Thu Jul 10 17:02:37 2025	0.51.0
ERX4597144	1050781	125	125	921277	147412	87.7	14	435330	Wed Jul 16 11:58:11 2025	0.51.0
ERX4597145	818051	125	125	712515	108406	87.1	13.3	435330	Wed Jul 16 12:00:23 2025	0.51.0
ERX4597146	925535	125	125	755368	131381	81.6	14.2	435330	Wed Jul 16 12:02:26 2025	0.51.0
ERX4597147	1323565	125	125	1121784	195196	84.8	14.7	435330	Wed Jul 16 12:04:36 2025	0.51.0
ERX4597148	1060514	125	125	870089	152858	82	14.4	435330	Wed Jul 16 11:28:30 2025	0.51.0
ERX4597149	1321793	125	125	912391	147386	69	11.2	435330	Wed Jul 16 11:30:36 2025	0.51.0
ERX4597150	422175	125	125	391382	74229	92.7	17.6	435330	Wed Jul 16 11:32:51 2025	0.51.0
ERX4597151	860345	125	125	733706	115848	85.3	13.5	435330	Wed Jul 16 11:34:30 2025	0.51.0
ERX4597152	601559	125	125	530410	97082	88.2	16.1	435330	Wed Jul 16 11:36:29 2025	0.51.0
ERX4597153	534785	125	125	434114	83105	81.2	15.5	435330	Wed Jul 16 11:38:15 2025	0.51.0
ERX4597154	955622	125	125	810744	134487	84.8	14.1	435330	Wed Jul 16 11:40:01 2025	0.51.0
ERX4597155	930534	125	125	763986	117760	82.1	12.7	435330	Wed Jul 16 11:42:00 2025	0.51.0
ERX4597156	983385	125	125	818281	136124	83.2	13.8	435330	Wed Jul 16 11:43:55 2025	0.51.0
ERX4597157	726521	125	125	655995	98958	90.3	13.6	435330	Wed Jul 16 11:45:55 2025	0.51.0
ERX4597158	659147	125	125	577763	91085	87.7	13.8	435330	Wed Jul 16 11:47:45 2025	0.51.0
ERX4597159	562283	125	125	501085	80508	89.1	14.3	435330	Wed Jul 16 11:49:30 2025	0.51.0
ERX4597160	457509	125	125	410269	76435	89.7	16.7	435330	Wed Jul 16 11:51:10 2025	0.51.0
ERX4597161	424475	125	125	376301	61312	88.7	14.4	435330	Wed Jul 16 11:52:41 2025	0.51.0
ERX4597162	582477	125	125	497150	86585	85.4	14.9	435330	Wed Jul 16 11:54:08 2025	0.51.0
ERX4597163	499706	125	125	454798	75333	91	15.1	435330	Thu Aug 14 12:33:24 2025	0.51.0
ERX4597164	821080	125	125	584375	117747	71.2	14.3	435330	Thu Aug 14 15:32:29 2025	0.51.0
ERX4597165	849303	125	125	755646	117796	89	13.9	435330	Thu Aug 14 15:34:27 2025	0.51.0
ERX4597166	975659	125	125	829208	125585	85	12.9	435330	Thu Aug 14 15:36:19 2025	0.51.0
ERX4597167	489007	125	125	441070	77595	90.2	15.9	435330	Thu Aug 14 13:45:23 2025	0.51.0
ERX4597168	507050	125	125	449370	74292	88.6	14.7	435330	Thu Aug 14 13:47:03 2025	0.51.0
ERX4597169	456140	125	125	409661	67649	89.8	14.8	435330	Thu Aug 14 13:48:47 2025	0.51.0
ERX4597170	652821	125	125	572015	95380	87.6	14.6	435330	Thu Aug 14 13:50:25 2025	0.51.0
ERX4597171	705902	125	125	594956	93767	84.3	13.3	435330	Thu Jul 10 16:25:36 2025	0.51.0
ERX4597172	428851	125	125	393955	70848	91.9	16.5	435330	Thu Jul 10 16:27:16 2025	0.51.0
ERX4597173	461968	125	125	420103	69519	90.9	15	435330	Thu Jul 10 16:28:49 2025	0.51.0
ERX4597174	856684	125	125	696089	109112	81.3	12.7	435330	Thu Jul 10 16:30:32 2025	0.51.0
ERX4597175	248775	125	125	218781	39874	87.9	16	435330	Thu Jul 10 16:32:30 2025	0.51.0
ERX4597176	385529	125	125	346633	61376	89.9	15.9	435330	Thu Jul 10 16:34:05 2025	0.51.0
ERX4597177	836499	125	125	662503	104012	79.2	12.4	435330	Thu Jul 10 16:35:44 2025	0.51.0
ERX4597178	706489	125	125	636331	107188	90.1	15.2	435330	Thu Jul 10 16:37:35 2025	0.51.0
ERX4597179	617199	125	125	560300	85719	90.8	13.9	435330	Thu Jul 10 16:39:16 2025	0.51.0
ERX4597180	760950	125	125	669366	105342	88	13.8	435330	Thu Jul 10 16:40:55 2025	0.51.0
ERX4597181	634653	125	125	573803	88472	90.4	13.9	435330	Thu Jul 10 16:42:36 2025	0.51.0
ERX4597182	1079663	125	125	954108	144724	88.4	13.4	435330	Thu Jul 10 16:44:12 2025	0.51.0
ERX4597183	698107	125	125	629290	93358	90.1	13.4	435330	Thu Jul 10 16:46:03 2025	0.51.0
ERX4597184	560532	125	125	504630	84434	90	15.1	435330	Thu Jul 10 16:47:44 2025	0.51.0
ERX4597185	683243	125	125	606048	94197	88.7	13.8	435330	Thu Jul 10 16:49:18 2025	0.51.0
ERX4597186	812317	125	125	681445	105255	83.9	13	435330	Thu Jul 10 16:50:57 2025	0.51.0
ERX4597187	465324	125	125	404383	69317	86.9	14.9	435330	Thu Jul 10 16:52:40 2025	0.51.0
ERX4597188	524001	125	125	473127	76204	90.3	14.5	435330	Thu Jul 10 16:54:10 2025	0.51.0
ERX4597189	655661	125	125	598885	95660	91.3	14.6	435330	Thu Jul 10 16:55:45 2025	0.51.0
ERX4597190	640107	125	125	578293	90419	90.3	14.1	435330	Thu Jul 10 16:57:19 2025	0.51.0
ERX4597191	667119	125	125	616946	105224	92.5	15.8	435330	Thu Jul 10 16:58:56 2025	0.51.0
ERX4597192	375358	125	125	341844	63599	91.1	16.9	435330	Thu Jul 10 17:00:30 2025	0.51.0
ERX4597193	1015716	125	125	838814	125287	82.6	12.3	435330	Thu Jul 10 17:01:55 2025	0.51.0
ERX4597194	632898	125	125	540726	93734	85.4	14.8	435330	Thu Jul 10 17:03:41 2025	0.51.0
ERX4597195	892482	125	125	810577	125765	90.8	14.1	435330	Thu Jul 10 17:05:18 2025	0.51.0
ERX4597196	292654	125	125	270683	44485	92.5	15.2	435330	Thu Jul 10 17:07:03 2025	0.51.0
ERX4597197	760388	125	125	599603	100538	78.9	13.2	435330	Thu Jul 10 17:08:28 2025	0.51.0
ERX4597198	1018104	125	125	902337	133969	88.6	13.2	435330	Thu Jul 10 17:10:09 2025	0.51.0
ERX4597199	469465	125	125	393456	66520	83.8	14.2	435330	Thu Jul 10 17:11:59 2025	0.51.0
ERX4597200	476373	125	125	426577	66467	89.5	14	435330	Thu Jul 10 17:13:31 2025	0.51.0
ERX4597201	298327	125	125	261289	44763	87.6	15	435330	Thu Jul 10 17:15:03 2025	0.51.0
ERX4597202	587752	125	125	483216	78194	82.2	13.3	435330	Thu Jul 10 17:16:29 2025	0.51.0
ERX4597203	357617	125	125	310362	50319	86.8	14.1	435330	Thu Jul 10 17:18:03 2025	0.51.0
ERX4597204	611256	125	125	549184	96161	89.8	15.7	435330	Thu Jul 10 17:19:27 2025	0.51.0
ERX4597205	595761	125	125	535133	88452	89.8	14.8	435330	Thu Jul 10 17:21:05 2025	0.51.0
ERX4597206	750973	125	125	624872	101529	83.2	13.5	435330	Thu Jul 10 17:22:38 2025	0.51.0
ERX4597207	924178	125	125	783188	123012	84.7	13.3	435330	Thu Jul 10 17:24:16 2025	0.51.0
ERX4597208	646324	125	125	587337	89663	90.9	13.9	435330	Thu Jul 10 17:26:05 2025	0.51.0
ERX4597209	999605	125	125	919306	135676	92	13.6	435330	Thu Jul 10 17:27:39 2025	0.51.0
ERX4597210	712107	125	125	625721	102555	87.9	14.4	435330	Thu Jul 10 17:29:27 2025	0.51.0
ERX4597211	692726	125	125	609935	99650	88	14.4	435330	Thu Jul 10 17:31:07 2025	0.51.0
ERX4597212	723525	125	125	638586	96239	88.3	13.3	435330	Thu Jul 10 17:32:47 2025	0.51.0
ERX4597213	904213	125	125	767611	118293	84.9	13.1	435330	Thu Jul 10 17:34:29 2025	0.51.0
ERX4597214	785646	125	125	694700	106465	88.4	13.6	435330	Thu Jul 10 17:36:21 2025	0.51.0
ERX4597215	695602	125	125	564519	93659	81.2	13.5	435330	Thu Jul 10 17:38:11 2025	0.51.0
ERX4597216	930930	125	125	728266	115931	78.2	12.5	435330	Thu Jul 10 17:39:54 2025	0.51.0
ERX4597217	745184	125	125	661047	108921	88.7	14.6	435330	Thu Jul 10 17:41:44 2025	0.51.0
ERX4597218	940792	125	125	695398	116991	73.9	12.4	435330	Thu Jul 10 17:43:32 2025	0.51.0
ERX4597219	756162	125	125	678437	105230	89.7	13.9	435330	Thu Jul 10 17:45:25 2025	0.51.0
ERX4597220	726830	125	125	649217	93455	89.3	12.9	435330	Thu Jul 10 17:47:11 2025	0.51.0
ERX4597221	725626	125	125	638409	98920	88	13.6	435330	Thu Jul 10 17:49:09 2025	0.51.0
ERX4597222	649397	125	125	562951	97080	86.7	14.9	435330	Thu Jul 10 16:23:57 2025	0.51.0
ERX4597223	1050949	125	125	912583	141228	86.8	13.4	435330	Thu Jul 10 16:25:40 2025	0.51.0
ERX4597224	710928	125	125	614919	95246	86.5	13.4	435330	Wed Jul 16 11:49:15 2025	0.51.0
ERX4597225	775106	125	125	704324	115162	90.9	14.9	435330	Thu Jul 10 16:29:24 2025	0.51.0
ERX4597226	944239	125	125	702164	120119	74.4	12.7	435330	Thu Jul 10 16:31:16 2025	0.51.0
ERX4597227	553650	125	125	482628	76391	87.2	13.8	435330	Thu Jul 10 16:33:19 2025	0.51.0
ERX4597228	998322	125	125	871704	130116	87.3	13	435330	Thu Jul 10 16:35:10 2025	0.51.0
ERX4597229	783321	125	125	683498	99757	87.3	12.7	435330	Thu Jul 10 16:37:16 2025	0.51.0
ERX4597230	422510	125	125	372023	61805	88.1	14.6	435330	Thu Jul 10 16:38:59 2025	0.51.0
ERX4597231	620591	125	125	551016	86231	88.8	13.9	435330	Thu Jul 10 16:40:27 2025	0.51.0
ERX4597232	797819	125	125	697576	114745	87.4	14.4	435330	Thu Jul 10 16:42:05 2025	0.51.0
ERX4597233	1181478	125	125	1046850	163636	88.6	13.9	435330	Thu Jul 10 16:43:47 2025	0.51.0
ERX4597234	1166579	125	125	986987	131832	84.6	11.3	435330	Thu Jul 10 16:45:39 2025	0.51.0
ERX4597235	1378936	125	125	1215426	182005	88.1	13.2	435330	Thu Jul 10 16:47:25 2025	0.51.0
ERX4597236	545195	125	125	394216	76531	72.3	14	435330	Thu Jul 10 16:49:23 2025	0.51.0
ERX4597237	1050403	125	125	855638	137445	81.5	13.1	435330	Thu Jul 10 16:51:00 2025	0.51.0
ERX4597238	1366460	125	125	1041418	165540	76.2	12.1	435330	Thu Jul 10 16:52:52 2025	0.51.0
ERX4597239	1208872	125	125	1044782	158880	86.4	13.1	435330	Thu Jul 10 16:54:54 2025	0.51.0
ERX4597240	938745	125	125	830500	127227	88.5	13.6	435330	Thu Jul 10 16:56:51 2025	0.51.0
ERX4597241	1312955	125	125	1114462	163127	84.9	12.4	435330	Thu Jul 10 16:58:39 2025	0.51.0
ERX4597242	1073307	125	125	954861	155487	89	14.5	435330	Thu Jul 10 17:00:42 2025	0.51.0
ERX4597243	1068049	125	125	875877	140446	82	13.1	435330	Thu Jul 10 17:02:33 2025	0.51.0
ERX4597244	494472	125	125	440874	70583	89.2	14.3	435330	Thu Jul 10 17:04:28 2025	0.51.0
ERX4597245	724288	125	125	619116	96303	85.5	13.3	435330	Thu Jul 10 17:06:01 2025	0.51.0
ERX4597246	464959	125	125	424487	72840	91.3	15.7	435330	Thu Jul 10 17:07:40 2025	0.51.0
ERX4597247	728585	125	125	647405	96071	88.9	13.2	435330	Thu Jul 10 17:09:10 2025	0.51.0
ERX4597248	718965	125	125	616867	96110	85.8	13.4	435330	Thu Jul 10 17:10:50 2025	0.51.0
ERX4597249	709754	125	125	626220	115849	88.2	16.3	435330	Thu Jul 10 17:12:32 2025	0.51.0
ERX4597250	311098	125	125	280830	45680	90.3	14.7	435330	Thu Jul 10 17:14:12 2025	0.51.0
ERX4597251	939200	125	125	760598	143440	81	15.3	435330	Thu Jul 10 17:15:39 2025	0.51.0
ERX4597252	941202	125	125	804424	126285	85.5	13.4	435330	Thu Jul 10 17:17:31 2025	0.51.0
ERX4597253	929751	125	125	768525	128886	82.7	13.9	435330	Thu Jul 10 17:19:18 2025	0.51.0
ERX4597254	915233	125	125	796960	129375	87.1	14.1	435330	Thu Jul 10 17:21:05 2025	0.51.0
ERX4597255	554502	125	125	490640	80257	88.5	14.5	435330	Thu Jul 10 17:22:50 2025	0.51.0
ERX4597256	485415	125	125	433906	71428	89.4	14.7	435330	Thu Jul 10 17:24:24 2025	0.51.0
ERX4597257	672170	125	125	522814	86454	77.8	12.9	435330	Thu Jul 10 17:25:58 2025	0.51.0
ERX4597258	499948	125	125	442450	72796	88.5	14.6	435330	Thu Jul 10 17:27:38 2025	0.51.0
