libraryId	cutoffTPM	proportionGenicPresent	numberGenicPresent	numberGenic	proportionCodingPresent	numberPresentCoding	numberCoding	proportionIntergenicPresent	numberIntergenicPresent	numberIntergenic	pValueCutoff	meanIntergenic	sdIntergenic	speciesId
SRX3807120	3.74863	7.01363198702681	5536	78932	18.1099622191291	3643	20116	0	0	47386	0.05	3.41347479907423	2.72287684044423	9606
SRX3807121	1.44214	4.3683170323823	3448	78932	8.96301451580831	1803	20116	0	0	47386	0.05	1.7255799410696	3.05998467792965	9606
SRX3807122	9.20305e-09	5.44139259109107	4295	78932	14.2622787830583	2869	20116	0	0	47386	0.05	1.70543661116396	2.2384122220576	9606
SRX3807123	4.19756e-08	5.28556225611919	4172	78932	12.9150924637105	2598	20116	0	0	47386	0.05	6.78889779704953	2.82295426082415	9606
SRX3807124	5.11288	5.40085136573253	4263	78932	12.5273414197654	2520	20116	0	0	47386	0.05	4.39352646409048	2.90603621632142	9606
SRX3807125	1.67871e-08	6.4181827395733	5066	78932	17.5134221515212	3523	20116	0	0	47386	0.05	1.97175743739835	3.02239121044038	9606
SRX3807126	6.36336e-09	4.11620128718391	3249	78932	9.95227679459137	2002	20116	0	0	47386	0.05	3.73292524520825	2.36368477223912	9606
SRX3807127	0.000117053	3.48274464095677	2749	78932	9.55458341618612	1922	20116	0	0	47386	0.05	2.44406740424481	2.14342182562116	9606
SRX3807128	0.606463	4.23149039679724	3340	78932	9.57446808510638	1926	20116	0	0	47386	0.05	4.06622634328021	2.89825476963366	9606
SRX3807129	0.640694	4.63690265038261	3660	78932	10.3300855040764	2078	20116	0	0	47386	0.05	3.41884947583592	3.14828677778254	9606
SRX3807130	3.6388e-08	3.64744336897583	2879	78932	9.02763968979916	1816	20116	0	0	47386	0.05	2.69800080938254	2.86361949094909	9606
SRX3807131	1.70807e-07	3.01145289616379	2377	78932	7.91906939749453	1593	20116	0	0	47386	0.05	4.38144342068423	2.48923993473332	9606
SRX3807132	4.92427e-08	3.96290477879694	3128	78932	9.85782461722012	1983	20116	0	0	47386	0.05	2.61755613263348	2.76189258271855	9606
SRX3807133	1.92068e-08	3.95150255916485	3119	78932	10.1461523165639	2041	20116	0	0	47386	0.05	3.26389547233856	2.77052622958475	9606
SRX3807134	0.803485	4.67110930927887	3687	78932	9.99701729966196	2011	20116	0	0	47386	0.05	3.25238604649327	2.7765959671428	9606
SRX3807135	1.76887e-08	4.97136775959053	3924	78932	12.2588983893418	2466	20116	0	0	47386	0.05	3.40227868695418	2.97152760313392	9606
SRX3807136	3.818805462	4.84594334363756	3825	78932	10.8371445615431	2180	20116	0	0	47386	0.05	4.50049077225304	2.91039384096332	9606
