sample_accession	experiment_id	library_id	run_accession	read_count	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	submitted_ftp
SAMEA9307178	ERP130174	ERX5790721	ERR6153965	86288	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/005/ERR6153965/ERR6153965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/005/ERR6153965/ERR6153965_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6153965/FCA_P53_female_ovary_C2_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6153965/FCA_P53_female_ovary_C2_L004_R2.fastq.gz
SAMEA9307196	ERP130174	ERX5790739	ERR6153983	8418284	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6153983/ERR6153983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6153983/ERR6153983_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6153983/FCA_P53_female_ovary_D1_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6153983/FCA_P53_female_ovary_D1_L004_R2.fastq.gz
SAMEA9307231	ERP130174	ERX5790774	ERR6154018	3567336	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/008/ERR6154018/ERR6154018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/008/ERR6154018/ERR6154018_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154018/FCA_P53_female_ovary_E7_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154018/FCA_P53_female_ovary_E7_L004_R2.fastq.gz
SAMEA9307284	ERP130174	ERX5790827	ERR6154071	8789012	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/001/ERR6154071/ERR6154071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/001/ERR6154071/ERR6154071_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154071/FCA_P53_female_ovary_H12_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154071/FCA_P53_female_ovary_H12_L004_R2.fastq.gz
SAMEA9307498	ERP130174	ERX5791041	ERR6154285	4389620	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/005/ERR6154285/ERR6154285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/005/ERR6154285/ERR6154285_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154285/FCA_P59_Wnt4_ovary_A10_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154285/FCA_P59_Wnt4_ovary_A10_L004_R2.fastq.gz
SAMEA9307534	ERP130174	ERX5791077	ERR6154321	6829136	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/001/ERR6154321/ERR6154321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/001/ERR6154321/ERR6154321_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154321/FCA_P59_Wnt4_ovary_B21_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154321/FCA_P59_Wnt4_ovary_B21_L004_R2.fastq.gz
SAMEA9307544	ERP130174	ERX5791087	ERR6154331	6372826	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/001/ERR6154331/ERR6154331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/001/ERR6154331/ERR6154331_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154331/FCA_P59_Wnt4_ovary_B8_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154331/FCA_P59_Wnt4_ovary_B8_L004_R2.fastq.gz
SAMEA9307547	ERP130174	ERX5791090	ERR6154334	9806514	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6154334/ERR6154334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6154334/ERR6154334_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154334/FCA_P59_Wnt4_ovary_C11_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154334/FCA_P59_Wnt4_ovary_C11_L004_R2.fastq.gz
SAMEA9307550	ERP130174	ERX5791093	ERR6154337	9206724	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/007/ERR6154337/ERR6154337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/007/ERR6154337/ERR6154337_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154337/FCA_P59_Wnt4_ovary_C14_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154337/FCA_P59_Wnt4_ovary_C14_L004_R2.fastq.gz
SAMEA9307551	ERP130174	ERX5791094	ERR6154338	3942168	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/008/ERR6154338/ERR6154338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/008/ERR6154338/ERR6154338_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154338/FCA_P59_Wnt4_ovary_C15_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154338/FCA_P59_Wnt4_ovary_C15_L004_R2.fastq.gz
SAMEA9307553	ERP130174	ERX5791095	ERR6154339	6399580	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/009/ERR6154339/ERR6154339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/009/ERR6154339/ERR6154339_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154339/FCA_P59_Wnt4_ovary_C16_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154339/FCA_P59_Wnt4_ovary_C16_L004_R2.fastq.gz
SAMEA9307554	ERP130174	ERX5791097	ERR6154341	4096040	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/001/ERR6154341/ERR6154341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/001/ERR6154341/ERR6154341_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154341/FCA_P59_Wnt4_ovary_C18_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154341/FCA_P59_Wnt4_ovary_C18_L004_R2.fastq.gz
SAMEA9307570	ERP130174	ERX5791113	ERR6154357	738616	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/007/ERR6154357/ERR6154357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/007/ERR6154357/ERR6154357_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154357/FCA_P59_Wnt4_ovary_D10_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154357/FCA_P59_Wnt4_ovary_D10_L004_R2.fastq.gz
SAMEA9307617	ERP130174	ERX5791160	ERR6154404	11468640	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6154404/ERR6154404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6154404/ERR6154404_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154404/FCA_P59_Wnt4_ovary_E9_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154404/FCA_P59_Wnt4_ovary_E9_L004_R2.fastq.gz
SAMEA9307631	ERP130174	ERX5791174	ERR6154418	5749542	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/008/ERR6154418/ERR6154418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/008/ERR6154418/ERR6154418_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154418/FCA_P59_Wnt4_ovary_F22_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154418/FCA_P59_Wnt4_ovary_F22_L004_R2.fastq.gz
SAMEA9307663	ERP130174	ERX5791206	ERR6154450	4714724	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/000/ERR6154450/ERR6154450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/000/ERR6154450/ERR6154450_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154450/FCA_P59_Wnt4_ovary_G7_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154450/FCA_P59_Wnt4_ovary_G7_L004_R2.fastq.gz
SAMEA9307674	ERP130174	ERX5791217	ERR6154461	7151790	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/001/ERR6154461/ERR6154461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/001/ERR6154461/ERR6154461_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154461/FCA_P59_Wnt4_ovary_H18_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154461/FCA_P59_Wnt4_ovary_H18_L004_R2.fastq.gz
SAMEA9307687	ERP130174	ERX5791230	ERR6154474	2840258	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6154474/ERR6154474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6154474/ERR6154474_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154474/FCA_P59_Wnt4_ovary_H7_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154474/FCA_P59_Wnt4_ovary_H7_L004_R2.fastq.gz
SAMEA9307691	ERP130174	ERX5791234	ERR6154478	9335016	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/008/ERR6154478/ERR6154478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/008/ERR6154478/ERR6154478_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154478/FCA_P59_Wnt4_ovary_I11_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154478/FCA_P59_Wnt4_ovary_I11_L004_R2.fastq.gz
SAMEA9307694	ERP130174	ERX5791237	ERR6154481	5284402	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/001/ERR6154481/ERR6154481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/001/ERR6154481/ERR6154481_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154481/FCA_P59_Wnt4_ovary_I14_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154481/FCA_P59_Wnt4_ovary_I14_L004_R2.fastq.gz
SAMEA9307705	ERP130174	ERX5791248	ERR6154492	3470636	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/002/ERR6154492/ERR6154492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/002/ERR6154492/ERR6154492_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154492/FCA_P59_Wnt4_ovary_I24_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154492/FCA_P59_Wnt4_ovary_I24_L004_R2.fastq.gz
SAMEA9307706	ERP130174	ERX5791249	ERR6154493	3119442	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154493/ERR6154493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154493/ERR6154493_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154493/FCA_P59_Wnt4_ovary_I2_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154493/FCA_P59_Wnt4_ovary_I2_L004_R2.fastq.gz
SAMEA9307707	ERP130174	ERX5791250	ERR6154494	10928852	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6154494/ERR6154494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6154494/ERR6154494_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154494/FCA_P59_Wnt4_ovary_I3_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154494/FCA_P59_Wnt4_ovary_I3_L004_R2.fastq.gz
SAMEA9307716	ERP130174	ERX5791259	ERR6154503	8614186	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154503/ERR6154503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154503/ERR6154503_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154503/FCA_P59_Wnt4_ovary_J12_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154503/FCA_P59_Wnt4_ovary_J12_L004_R2.fastq.gz
SAMEA9307727	ERP130174	ERX5791270	ERR6154514	6524902	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6154514/ERR6154514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6154514/ERR6154514_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154514/FCA_P59_Wnt4_ovary_J22_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154514/FCA_P59_Wnt4_ovary_J22_L004_R2.fastq.gz
SAMEA9307743	ERP130174	ERX5791286	ERR6154530	2722034	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/000/ERR6154530/ERR6154530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/000/ERR6154530/ERR6154530_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154530/FCA_P59_Wnt4_ovary_K15_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154530/FCA_P59_Wnt4_ovary_K15_L004_R2.fastq.gz
SAMEA9307747	ERP130174	ERX5791290	ERR6154534	6869278	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6154534/ERR6154534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6154534/ERR6154534_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154534/FCA_P59_Wnt4_ovary_K19_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154534/FCA_P59_Wnt4_ovary_K19_L004_R2.fastq.gz
SAMEA9307768	ERP130174	ERX5791311	ERR6154555	2732956	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/005/ERR6154555/ERR6154555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/005/ERR6154555/ERR6154555_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154555/FCA_P59_Wnt4_ovary_L16_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154555/FCA_P59_Wnt4_ovary_L16_L004_R2.fastq.gz
SAMEA9307785	ERP130174	ERX5791328	ERR6154572	2724112	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/002/ERR6154572/ERR6154572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/002/ERR6154572/ERR6154572_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154572/FCA_P59_Wnt4_ovary_L9_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154572/FCA_P59_Wnt4_ovary_L9_L004_R2.fastq.gz
SAMEA9307793	ERP130174	ERX5791336	ERR6154580	8086678	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/000/ERR6154580/ERR6154580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/000/ERR6154580/ERR6154580_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154580/FCA_P59_Wnt4_ovary_M17_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154580/FCA_P59_Wnt4_ovary_M17_L004_R2.fastq.gz
SAMEA9307796	ERP130174	ERX5791339	ERR6154583	11075210	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154583/ERR6154583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154583/ERR6154583_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154583/FCA_P59_Wnt4_ovary_M1_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154583/FCA_P59_Wnt4_ovary_M1_L004_R2.fastq.gz
SAMEA9307804	ERP130174	ERX5791347	ERR6154591	2244112	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/001/ERR6154591/ERR6154591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/001/ERR6154591/ERR6154591_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154591/FCA_P59_Wnt4_ovary_M4_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154591/FCA_P59_Wnt4_ovary_M4_L004_R2.fastq.gz
SAMEA9307809	ERP130174	ERX5791352	ERR6154596	8718788	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6154596/ERR6154596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6154596/ERR6154596_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154596/FCA_P59_Wnt4_ovary_M9_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154596/FCA_P59_Wnt4_ovary_M9_L004_R2.fastq.gz
SAMEA9307819	ERP130174	ERX5791362	ERR6154606	9314430	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6154606/ERR6154606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6154606/ERR6154606_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154606/FCA_P59_Wnt4_ovary_N19_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154606/FCA_P59_Wnt4_ovary_N19_L004_R2.fastq.gz
SAMEA9307826	ERP130174	ERX5791369	ERR6154613	2310952	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154613/ERR6154613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154613/ERR6154613_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154613/FCA_P59_Wnt4_ovary_N2_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154613/FCA_P59_Wnt4_ovary_N2_L004_R2.fastq.gz
SAMEA9307832	ERP130174	ERX5791375	ERR6154619	2349044	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/009/ERR6154619/ERR6154619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/009/ERR6154619/ERR6154619_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154619/FCA_P59_Wnt4_ovary_N8_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154619/FCA_P59_Wnt4_ovary_N8_L004_R2.fastq.gz
SAMEA9307840	ERP130174	ERX5791383	ERR6154627	6702522	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/007/ERR6154627/ERR6154627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/007/ERR6154627/ERR6154627_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154627/FCA_P59_Wnt4_ovary_O16_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154627/FCA_P59_Wnt4_ovary_O16_L004_R2.fastq.gz
SAMEA9307841	ERP130174	ERX5791384	ERR6154628	8719254	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/008/ERR6154628/ERR6154628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/008/ERR6154628/ERR6154628_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154628/FCA_P59_Wnt4_ovary_O17_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154628/FCA_P59_Wnt4_ovary_O17_L004_R2.fastq.gz
SAMEA9307856	ERP130174	ERX5791399	ERR6154643	9557762	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154643/ERR6154643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154643/ERR6154643_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154643/FCA_P59_Wnt4_ovary_O8_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154643/FCA_P59_Wnt4_ovary_O8_L004_R2.fastq.gz
SAMEA9307867	ERP130174	ERX5791410	ERR6154654	10584996	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6154654/ERR6154654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/004/ERR6154654/ERR6154654_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154654/FCA_P59_Wnt4_ovary_P19_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154654/FCA_P59_Wnt4_ovary_P19_L004_R2.fastq.gz
SAMEA9307869	ERP130174	ERX5791412	ERR6154656	6056170	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6154656/ERR6154656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/006/ERR6154656/ERR6154656_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154656/FCA_P59_Wnt4_ovary_P20_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154656/FCA_P59_Wnt4_ovary_P20_L004_R2.fastq.gz
SAMEA9307873	ERP130174	ERX5791416	ERR6154660	8190146	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/000/ERR6154660/ERR6154660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/000/ERR6154660/ERR6154660_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154660/FCA_P59_Wnt4_ovary_P24_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154660/FCA_P59_Wnt4_ovary_P24_L004_R2.fastq.gz
SAMEA9307876	ERP130174	ERX5791419	ERR6154663	2712102	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154663/ERR6154663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/003/ERR6154663/ERR6154663_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154663/FCA_P59_Wnt4_ovary_P4_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154663/FCA_P59_Wnt4_ovary_P4_L004_R2.fastq.gz
SAMEA9307898	ERP130174	ERX5791441	ERR6154685	4624086	7227	Drosophila melanogaster	Illumina NovaSeq 6000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/005/ERR6154685/ERR6154685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR615/005/ERR6154685/ERR6154685_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154685/FCA_P60_Wnt4_ovary_A2_L004_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR615/ERR6154685/FCA_P60_Wnt4_ovary_A2_L004_R2.fastq.gz
