sample_accession	experiment_id	library_id	run_accession	read_count	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	submitted_ftp
SAMN06931944	SRP106908	SRX2800683	SRR5531469	524855	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5531469/SRR5531469.fastq.gz	NA
SAMN06931291	SRP106908	SRX2800696	SRR5531482	816283	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/002/SRR5531482/SRR5531482.fastq.gz	NA
SAMN06931369	SRP106908	SRX2800705	SRR5531491	625224	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/001/SRR5531491/SRR5531491.fastq.gz	NA
SAMN06931362	SRP106908	SRX2800712	SRR5531498	538576	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/008/SRR5531498/SRR5531498.fastq.gz	NA
SAMN06931359	SRP106908	SRX2800715	SRR5531501	440808	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/001/SRR5531501/SRR5531501.fastq.gz	NA
SAMN06932043	SRP106908	SRX2800724	SRR5531510	456244	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5531510/SRR5531510.fastq.gz	NA
SAMN06932042	SRP106908	SRX2800725	SRR5531511	621699	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/001/SRR5531511/SRR5531511.fastq.gz	NA
SAMN06932032	SRP106908	SRX2800735	SRR5531521	858090	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/001/SRR5531521/SRR5531521.fastq.gz	NA
SAMN06932031	SRP106908	SRX2800736	SRR5531522	711320	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/002/SRR5531522/SRR5531522.fastq.gz	NA
SAMN06932029	SRP106908	SRX2800738	SRR5531524	789102	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/004/SRR5531524/SRR5531524.fastq.gz	NA
SAMN06932023	SRP106908	SRX2800744	SRR5531530	912575	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5531530/SRR5531530.fastq.gz	NA
SAMN06931940	SRP106908	SRX2800747	SRR5531533	918357	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/003/SRR5531533/SRR5531533.fastq.gz	NA
SAMN06931938	SRP106908	SRX2800749	SRR5531535	869124	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/005/SRR5531535/SRR5531535.fastq.gz	NA
SAMN06931935	SRP106908	SRX2800752	SRR5531538	686872	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/008/SRR5531538/SRR5531538.fastq.gz	NA
SAMN06931933	SRP106908	SRX2800754	SRR5531540	593878	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5531540/SRR5531540.fastq.gz	NA
SAMN06931932	SRP106908	SRX2800760	SRR5531546	748301	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/006/SRR5531546/SRR5531546.fastq.gz	NA
SAMN06931931	SRP106908	SRX2800761	SRR5531547	756361	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/007/SRR5531547/SRR5531547.fastq.gz	NA
SAMN06931191	SRP106908	SRX2800786	SRR5531572	745980	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/002/SRR5531572/SRR5531572.fastq.gz	NA
SAMN06931190	SRP106908	SRX2800787	SRR5531573	658289	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/003/SRR5531573/SRR5531573.fastq.gz	NA
SAMN06931183	SRP106908	SRX2800794	SRR5531580	735268	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5531580/SRR5531580.fastq.gz	NA
SAMN06930787	SRP106908	SRX2800806	SRR5531592	852983	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/002/SRR5531592/SRR5531592.fastq.gz	NA
SAMN06930867	SRP106908	SRX2800816	SRR5531602	646425	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/002/SRR5531602/SRR5531602.fastq.gz	NA
SAMN06930866	SRP106908	SRX2800817	SRR5531603	851762	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/003/SRR5531603/SRR5531603.fastq.gz	NA
SAMN06930858	SRP106908	SRX2800825	SRR5531611	648427	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/001/SRR5531611/SRR5531611.fastq.gz	NA
SAMN06930856	SRP106908	SRX2800827	SRR5531613	749755	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/003/SRR5531613/SRR5531613.fastq.gz	NA
SAMN06930850	SRP106908	SRX2800833	SRR5531619	631098	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5531619/SRR5531619.fastq.gz	NA
SAMN06930817	SRP106908	SRX2800836	SRR5531622	663743	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/002/SRR5531622/SRR5531622.fastq.gz	NA
SAMN06930815	SRP106908	SRX2800838	SRR5531624	763877	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/004/SRR5531624/SRR5531624.fastq.gz	NA
SAMN06930811	SRP106908	SRX2800842	SRR5531628	678488	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/008/SRR5531628/SRR5531628.fastq.gz	NA
SAMN06930805	SRP106908	SRX2800845	SRR5531631	556874	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/001/SRR5531631/SRR5531631.fastq.gz	NA
SAMN06930807	SRP106908	SRX2800851	SRR5531637	823263	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/007/SRR5531637/SRR5531637.fastq.gz	NA
SAMN06930799	SRP106908	SRX2800854	SRR5531640	482007	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5531640/SRR5531640.fastq.gz	NA
SAMN06931170	SRP106908	SRX2800867	SRR5531653	692441	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/003/SRR5531653/SRR5531653.fastq.gz	NA
SAMN06931166	SRP106908	SRX2800871	SRR5531657	747860	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/007/SRR5531657/SRR5531657.fastq.gz	NA
SAMN06931228	SRP106908	SRX2800889	SRR5531675	930553	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/005/SRR5531675/SRR5531675.fastq.gz	NA
SAMN06931227	SRP106908	SRX2800890	SRR5531676	759794	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/006/SRR5531676/SRR5531676.fastq.gz	NA
SAMN06931513	SRP106908	SRX2800897	SRR5531683	859307	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/003/SRR5531683/SRR5531683.fastq.gz	NA
SAMN06931503	SRP106908	SRX2800907	SRR5531693	384098	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/003/SRR5531693/SRR5531693.fastq.gz	NA
SAMN06931497	SRP106908	SRX2800908	SRR5531694	915783	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/004/SRR5531694/SRR5531694.fastq.gz	NA
SAMN06931502	SRP106908	SRX2800910	SRR5531696	954179	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/006/SRR5531696/SRR5531696.fastq.gz	NA
SAMN06931500	SRP106908	SRX2800912	SRR5531698	923296	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/008/SRR5531698/SRR5531698.fastq.gz	NA
SAMN06931493	SRP106908	SRX2800917	SRR5531703	690136	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/003/SRR5531703/SRR5531703.fastq.gz	NA
SAMN06931487	SRP106908	SRX2800923	SRR5531709	909724	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5531709/SRR5531709.fastq.gz	NA
SAMN06931484	SRP106908	SRX2800926	SRR5531712	754512	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/002/SRR5531712/SRR5531712.fastq.gz	NA
SAMN06931478	SRP106908	SRX2800932	SRR5531718	920827	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/008/SRR5531718/SRR5531718.fastq.gz	NA
SAMN06931570	SRP106908	SRX2800943	SRR5531729	803187	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5531729/SRR5531729.fastq.gz	NA
SAMN06931561	SRP106908	SRX2800952	SRR5531738	864905	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/008/SRR5531738/SRR5531738.fastq.gz	NA
SAMN06931353	SRP106908	SRX2800961	SRR5531747	433345	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/007/SRR5531747/SRR5531747.fastq.gz	NA
SAMN06931336	SRP106908	SRX2800978	SRR5531764	825395	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/004/SRR5531764/SRR5531764.fastq.gz	NA
SAMN06931333	SRP106908	SRX2800981	SRR5531767	627537	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/007/SRR5531767/SRR5531767.fastq.gz	NA
SAMN06931330	SRP106908	SRX2800984	SRR5531770	884802	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5531770/SRR5531770.fastq.gz	NA
SAMN06931086	SRP106908	SRX2800989	SRR5531775	650398	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/005/SRR5531775/SRR5531775.fastq.gz	NA
SAMN06931082	SRP106908	SRX2800993	SRR5531779	779306	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5531779/SRR5531779.fastq.gz	NA
SAMN06931159	SRP106908	SRX2801002	SRR5531788	680064	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/008/SRR5531788/SRR5531788.fastq.gz	NA
SAMN06931151	SRP106908	SRX2801010	SRR5531796	594515	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/006/SRR5531796/SRR5531796.fastq.gz	NA
SAMN06931148	SRP106908	SRX2801013	SRR5531799	605755	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5531799/SRR5531799.fastq.gz	NA
SAMN06931642	SRP106908	SRX2801016	SRR5531802	643146	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/002/SRR5531802/SRR5531802.fastq.gz	NA
SAMN06931637	SRP106908	SRX2801021	SRR5531807	697848	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/007/SRR5531807/SRR5531807.fastq.gz	NA
SAMN06931634	SRP106908	SRX2801024	SRR5531810	639486	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5531810/SRR5531810.fastq.gz	NA
SAMN06931628	SRP106908	SRX2801033	SRR5531819	767601	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5531819/SRR5531819.fastq.gz	NA
SAMN06931623	SRP106908	SRX2801035	SRR5531821	666365	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/001/SRR5531821/SRR5531821.fastq.gz	NA
SAMN06931619	SRP106908	SRX2801039	SRR5531825	599632	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/005/SRR5531825/SRR5531825.fastq.gz	NA
SAMN06931708	SRP106908	SRX2801043	SRR5531829	755920	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5531829/SRR5531829.fastq.gz	NA
SAMN06932477	SRP106908	SRX2801055	SRR5531841	914193	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/001/SRR5531841/SRR5531841.fastq.gz	NA
SAMN06932466	SRP106908	SRX2801066	SRR5531852	810899	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/002/SRR5531852/SRR5531852.fastq.gz	NA
SAMN06932464	SRP106908	SRX2801068	SRR5531854	852011	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/004/SRR5531854/SRR5531854.fastq.gz	NA
SAMN06932462	SRP106908	SRX2801070	SRR5531856	654518	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/006/SRR5531856/SRR5531856.fastq.gz	NA
SAMN06931764	SRP106908	SRX2801078	SRR5531864	536991	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/004/SRR5531864/SRR5531864.fastq.gz	NA
SAMN06931836	SRP106908	SRX2801098	SRR5531884	448047	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/004/SRR5531884/SRR5531884.fastq.gz	NA
SAMN06931913	SRP106908	SRX2801107	SRR5531893	834790	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/003/SRR5531893/SRR5531893.fastq.gz	NA
SAMN06931909	SRP106908	SRX2801111	SRR5531897	812941	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/007/SRR5531897/SRR5531897.fastq.gz	NA
SAMN06931906	SRP106908	SRX2801114	SRR5531900	834610	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5531900/SRR5531900.fastq.gz	NA
SAMN06931896	SRP106908	SRX2801124	SRR5531910	666411	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5531910/SRR5531910.fastq.gz	NA
SAMN06932086	SRP106908	SRX2801140	SRR5531926	877771	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/006/SRR5531926/SRR5531926.fastq.gz	NA
SAMN06932083	SRP106908	SRX2801143	SRR5531929	615135	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5531929/SRR5531929.fastq.gz	NA
SAMN06932081	SRP106908	SRX2801145	SRR5531931	621403	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/001/SRR5531931/SRR5531931.fastq.gz	NA
SAMN06932079	SRP106908	SRX2801151	SRR5531937	767573	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/007/SRR5531937/SRR5531937.fastq.gz	NA
SAMN06932078	SRP106908	SRX2801152	SRR5531938	567481	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/008/SRR5531938/SRR5531938.fastq.gz	NA
SAMN06932379	SRP106908	SRX2801162	SRR5531948	873812	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/008/SRR5531948/SRR5531948.fastq.gz	NA
SAMN06931853	SRP106908	SRX2801173	SRR5531959	835796	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5531959/SRR5531959.fastq.gz	NA
SAMN06931929	SRP106908	SRX2801179	SRR5531965	816191	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/005/SRR5531965/SRR5531965.fastq.gz	NA
SAMN06931922	SRP106908	SRX2801188	SRR5531974	888454	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/004/SRR5531974/SRR5531974.fastq.gz	NA
SAMN06931825	SRP106908	SRX2801199	SRR5531985	605352	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/005/SRR5531985/SRR5531985.fastq.gz	NA
SAMN06931824	SRP106908	SRX2801200	SRR5531986	761635	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/006/SRR5531986/SRR5531986.fastq.gz	NA
SAMN06931823	SRP106908	SRX2801201	SRR5531987	750007	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/007/SRR5531987/SRR5531987.fastq.gz	NA
SAMN06931822	SRP106908	SRX2801202	SRR5531988	743037	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/008/SRR5531988/SRR5531988.fastq.gz	NA
SAMN06931813	SRP106908	SRX2801211	SRR5531997	761963	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/007/SRR5531997/SRR5531997.fastq.gz	NA
SAMN06931804	SRP106908	SRX2801220	SRR5532006	616185	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/006/SRR5532006/SRR5532006.fastq.gz	NA
SAMN06931893	SRP106908	SRX2801223	SRR5532009	495849	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5532009/SRR5532009.fastq.gz	NA
SAMN06931891	SRP106908	SRX2801225	SRR5532011	674699	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/001/SRR5532011/SRR5532011.fastq.gz	NA
SAMN06932403	SRP106908	SRX2801227	SRR5532013	565849	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/003/SRR5532013/SRR5532013.fastq.gz	NA
SAMN06932388	SRP106908	SRX2801244	SRR5532030	807776	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5532030/SRR5532030.fastq.gz	NA
SAMN06932548	SRP106908	SRX2801254	SRR5532040	686445	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5532040/SRR5532040.fastq.gz	NA
SAMN06932510	SRP106908	SRX2801262	SRR5532048	797555	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/008/SRR5532048/SRR5532048.fastq.gz	NA
SAMN06932505	SRP106908	SRX2801267	SRR5532053	770847	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/003/SRR5532053/SRR5532053.fastq.gz	NA
SAMN06932503	SRP106908	SRX2801271	SRR5532057	532702	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/007/SRR5532057/SRR5532057.fastq.gz	NA
SAMN06932494	SRP106908	SRX2801278	SRR5532064	836422	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/004/SRR5532064/SRR5532064.fastq.gz	NA
SAMN06932489	SRP106908	SRX2801283	SRR5532069	814629	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5532069/SRR5532069.fastq.gz	NA
SAMN06932535	SRP106908	SRX2801300	SRR5532086	896016	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/006/SRR5532086/SRR5532086.fastq.gz	NA
SAMN06932518	SRP106908	SRX2801314	SRR5532100	740373	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5532100/SRR5532100.fastq.gz	NA
SAMN06932141	SRP106908	SRX2801317	SRR5532103	691200	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/003/SRR5532103/SRR5532103.fastq.gz	NA
SAMN06932460	SRP106908	SRX2801342	SRR5532128	608409	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/008/SRR5532128/SRR5532128.fastq.gz	NA
SAMN06932426	SRP106908	SRX2801346	SRR5532132	665608	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/002/SRR5532132/SRR5532132.fastq.gz	NA
SAMN06932425	SRP106908	SRX2801347	SRR5532133	869904	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/003/SRR5532133/SRR5532133.fastq.gz	NA
SAMN06932423	SRP106908	SRX2801349	SRR5532135	853793	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/005/SRR5532135/SRR5532135.fastq.gz	NA
SAMN06932419	SRP106908	SRX2801353	SRR5532139	828469	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/009/SRR5532139/SRR5532139.fastq.gz	NA
SAMN06932418	SRP106908	SRX2801354	SRR5532140	668640	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5532140/SRR5532140.fastq.gz	NA
SAMN06932406	SRP106908	SRX2801366	SRR5532152	832757	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/002/SRR5532152/SRR5532152.fastq.gz	NA
SAMN06930890	SRP106908	SRX2801370	SRR5532156	955463	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/006/SRR5532156/SRR5532156.fastq.gz	NA
SAMN06930880	SRP106908	SRX2801380	SRR5532166	800989	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/006/SRR5532166/SRR5532166.fastq.gz	NA
SAMN06930876	SRP106908	SRX2801384	SRR5532170	649000	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/000/SRR5532170/SRR5532170.fastq.gz	NA
SAMN06930975	SRP106908	SRX2801387	SRR5532173	599954	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/003/SRR5532173/SRR5532173.fastq.gz	NA
SAMN06930969	SRP106908	SRX2801388	SRR5532174	700123	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/004/SRR5532174/SRR5532174.fastq.gz	NA
SAMN06930965	SRP106908	SRX2801397	SRR5532183	750054	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/003/SRR5532183/SRR5532183.fastq.gz	NA
SAMN06930838	SRP106908	SRX2801407	SRR5532193	711340	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/003/SRR5532193/SRR5532193.fastq.gz	NA
SAMN06930837	SRP106908	SRX2801408	SRR5532194	693298	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/004/SRR5532194/SRR5532194.fastq.gz	NA
SAMN06931071	SRP106908	SRX2801428	SRR5532214	569565	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/004/SRR5532214/SRR5532214.fastq.gz	NA
SAMN06931063	SRP106908	SRX2801436	SRR5532222	824450	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/002/SRR5532222/SRR5532222.fastq.gz	NA
SAMN06931058	SRP106908	SRX2801441	SRR5532227	735244	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/007/SRR5532227/SRR5532227.fastq.gz	NA
SAMN06931144	SRP106908	SRX2801459	SRR5532245	491164	10090	Mus musculus	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR553/005/SRR5532245/SRR5532245.fastq.gz	NA
