libraryId	experimentId	cellTypeName	cellTypeId	speciesId	platform	protocol	protocolType	libraryType	infoOrgan	stageId	anatId	sex	strain	readLength	genotype	organism
SRX2965473	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965474	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965475	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965476	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965477	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965478	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965479	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965480	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965481	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965482	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965483	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965484	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965485	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965486	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965487	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965488	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965489	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965490	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965491	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965492	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965493	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965494	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965495	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965496	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965497	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965498	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965499	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965500	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965501	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965502	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965503	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965504	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965505	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965506	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965507	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965508	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965509	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965510	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965511	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965512	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965513	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965514	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965515	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965516	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965517	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965518	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965519	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965520	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965521	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965522	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965523	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965524	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965525	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965526	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965527	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965528	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965529	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965530	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965531	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965532	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965533	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965534	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965535	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965536	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965537	SRP110699	early lymphoid progenitor	CL:0000936	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965538	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965539	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965540	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965541	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965542	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965543	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965544	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965545	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965546	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965547	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965548	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965549	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965550	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965551	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965552	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965553	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965554	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965555	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965556	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965557	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965558	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965559	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965560	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965561	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965562	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965563	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965564	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965565	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965566	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965567	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965568	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965569	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965570	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965571	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965572	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965573	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965574	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965575	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965576	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965577	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965578	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965579	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965580	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965581	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965582	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965583	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965584	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965585	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965586	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965587	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965588	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965589	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965590	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965591	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965592	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965593	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965594	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965595	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965596	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
SRX2965597	SRP110699	hematopoietic multipotent progenitor cell	CL:0000837	9606	Illumina HiSeq 4000	Smart-Seq2	Full-length	PAIRED	cord blood	HsapDv:0000258	UBERON:0012168	F		75	wild type	Homo_sapiens
