libraryId	reads	min_read_size	max_read_size	number_aligned	number_unique_aligned	prop_aligned	prop_unique_aligned	number_targets	start_time	kallisto_version
ERX3581511	314379368	26	98	230335331	38491328	73.3	12.2	0	Fri Jan 12 12:03:30 2024	0.46.0
ERX3846489	283617102	100	100	231310845	63645744	81.6	22.4	0	Fri Jan 12 12:03:48 2024	0.46.0
ERX3984854	190339681	26	96	133349483	31435291	70.1	16.5	0	Fri Jan 12 13:03:23 2024	0.46.0
ERX3984855	332104638	26	98	209616843	44324713	63.1	13.3	0	Fri Jan 12 12:57:36 2024	0.46.0
ERX3984856	172538662	26	96	116792510	24836235	67.7	14.4	0	Fri Jan 12 12:55:05 2024	0.46.0
ERX3984857	377032222	26	96	238562070	49090170	63.3	13	0	Fri Jan 12 13:03:52 2024	0.46.0
ERX3984858	24491447	26	98	16434647	4188651	67.1	17.1	0	Fri Jan 12 13:00:06 2024	0.46.0
ERX3984859	347769664	26	98	206560192	52445862	59.4	15.1	0	Fri Jan 12 12:57:21 2024	0.46.0
ERX3984860	642288359	75	75	421764281	77158100	65.7	12	0	Fri Jan 12 12:56:06 2024	0.46.0
ERX3984861	377122282	26	98	240432849	45439714	63.8	12	0	Fri Jan 12 13:03:52 2024	0.46.0
ERX3984862	23748598	26	98	16120021	4054959	67.9	17.1	0	Fri Jan 12 13:00:52 2024	0.46.0
ERX3984863	384497028	26	96	231424866	50640163	60.2	13.2	0	Fri Jan 12 13:05:07 2024	0.46.0
ERX3984864	357206882	26	98	234626734	61087781	65.7	17.1	0	Fri Jan 12 13:01:37 2024	0.46.0
ERX3984865	173404294	26	96	118015091	25711531	68.1	14.8	0	Fri Jan 12 12:58:52 2024	0.46.0
ERX3984866	769620005	75	75	564015873	89848020	73.3	11.7	0	Fri Jan 12 12:56:21 2024	0.46.0
ERX3984867	168278354	26	96	137899160	18956948	81.9	11.3	0	Fri Jan 12 13:00:21 2024	0.46.0
ERX3984868	374991630	26	98	234026500	46791143	62.4	12.5	0	Fri Jan 12 12:56:36 2024	0.46.0
ERX3984869	784726887	75	75	576251199	108119170	73.4	13.8	0	Fri Jan 12 13:04:22 2024	0.46.0
ERX3984870	326994804	26	98	181943882	65008176	55.6	19.9	0	Fri Jan 12 13:00:22 2024	0.46.0
ERX3984871	649688980	75	75	438782178	86443461	67.5	13.3	0	Fri Jan 12 12:55:36 2024	0.46.0
ERX3984872	660675857	75	75	442164107	79875102	66.9	12.1	0	Fri Jan 12 13:02:22 2024	0.46.0
ERX3984873	371888194	26	98	146900049	40461238	39.5	10.9	0	Fri Jan 12 13:00:22 2024	0.46.0
ERX3984874	378003111	26	96	258594286	69379490	68.4	18.4	0	Fri Jan 12 13:04:08 2024	0.46.0
ERX3984875	24724045	26	98	16178844	3783646	65.4	15.3	0	Fri Jan 12 13:02:37 2024	0.46.0
ERX5304244	150898069	26	100	85907434	41690565	56.9	27.6	0	Fri Jan 12 12:09:04 2024	0.46.0
ERX5304245	163121995	26	100	91714008	42979872	56.2	26.3	0	Fri Jan 12 12:39:19 2024	0.46.0
ERX5304246	124078328	26	100	74179698	29843283	59.8	24.1	0	Fri Jan 12 12:09:03 2024	0.46.0
ERX5304247	119628011	26	100	68774752	31481402	57.5	26.3	0	Fri Jan 12 12:42:35 2024	0.46.0
ERX5304248	84622557	26	100	46408558	20747677	54.8	24.5	0	Fri Jan 12 12:35:51 2024	0.46.0
ERX5304249	163874812	26	100	111276780	44164172	67.9	26.9	0	Fri Jan 12 12:42:20 2024	0.46.0
ERX5304250	202399766	26	100	131993497	61525219	65.2	30.4	0	Fri Jan 12 12:44:20 2024	0.46.0
ERX6700407	306421356	28	56	207638253	85422833	67.8	27.9	0	Fri Jan 12 13:34:12 2024	0.46.0
ERX6700408	304356507	28	56	206277232	89393870	67.8	29.4	0	Fri Jan 12 13:34:27 2024	0.46.0
ERX6700409	288132087	26	57	178514379	42613347	62	14.8	0	Fri Jan 12 14:24:02 2024	0.46.0
ERX6700410	208936207	26	57	135734340	31587310	65	15.1	0	Fri Jan 12 14:23:48 2024	0.46.0
ERX6700411	256504770	28	56	168469171	78989334	65.7	30.8	0	Fri Jan 12 12:49:20 2024	0.46.0
ERX6700412	247293857	28	56	162784484	74917546	65.8	30.3	0	Fri Jan 12 12:49:07 2024	0.46.0
ERX6700414	301536670	26	57	108621329	52808446	36	17.5	0	Fri Jan 12 12:08:48 2024	0.46.0
ERX6700415	275051635	26	57	105920275	50887004	38.5	18.5	0	Fri Jan 12 12:08:47 2024	0.46.0
ERX6700416	357888711	26	57	142972007	66426495	39.9	18.6	0	Fri Jan 12 12:08:48 2024	0.46.0
ERX6700420	174000883	26	57	91853268	44435376	52.8	25.5	0	Fri Jan 12 13:05:22 2024	0.46.0
ERX6700421	223582659	28	56	114201530	51777377	51.1	23.2	0	Fri Jan 12 13:05:37 2024	0.46.0
ERX6700422	246412091	26	57	120893288	52834360	49.1	21.4	0	Fri Jan 12 12:03:47 2024	0.46.0
ERX6700423	213755321	26	57	97435081	39873597	45.6	18.7	0	Fri Jan 12 12:03:46 2024	0.46.0
ERX6700425	287749033	26	57	130292043	58823582	45.3	20.4	0	Fri Jan 12 13:31:57 2024	0.46.0
ERX6700426	278438009	26	57	150991302	64431879	54.2	23.1	0	Fri Jan 12 13:31:57 2024	0.46.0
ERX6700427	321718567	26	57	164129342	74317294	51	23.1	0	Fri Jan 12 13:31:41 2024	0.46.0
ERX6700428	260254393	26	57	150080585	31134109	57.7	12	0	Mon Jan 15 16:28:46 2024	0.46.0
ERX6700429	307511139	26	57	169357153	35086002	55.1	11.4	0	Mon Jan 15 16:28:46 2024	0.46.0
ERX6700430	284358467	26	57	143085073	30569780	50.3	10.8	0	Mon Jan 15 16:29:17 2024	0.46.0
ERX6700431	170928211	26	57	105631178	22715432	61.8	13.3	0	Mon Jan 15 16:29:15 2024	0.46.0
ERX6700432	212766700	26	57	130640381	28843957	61.4	13.6	0	Mon Jan 15 16:29:15 2024	0.46.0
ERX6700543	252465439	26	57	123185548	67233961	48.8	26.6	0	Fri Jan 12 12:03:32 2024	0.46.0
ERX6700544	289620987	26	57	135515682	74699700	46.8	25.8	0	Fri Jan 12 12:03:33 2024	0.46.0
ERX9138748	152617845	26	96	89953327	30068812	58.9	19.7	0	Fri Jan 12 13:11:09 2024	0.46.0
ERX9138751	171499603	26	96	108600695	26085614	63.3	15.2	0	Fri Jan 12 13:06:37 2024	0.46.0
ERX9138755	173613329	26	96	115679411	28557550	66.6	16.4	0	Fri Jan 12 13:08:53 2024	0.46.0
ERX9138761	418403395	28	91	238718473	38777572	57.1	9.3	0	Mon Jan 15 17:36:54 2024	0.46.0
ERX9138767	884068477	28	151	527559253	91667108	59.7	10.4	0	Mon Jan 15 17:25:21 2024	0.46.0
ERX9138777	171039817	26	96	112038649	28987885	65.5	16.9	0	Fri Jan 12 13:06:37 2024	0.46.0
ERX9138778	378954393	28	91	233848450	66287002	61.7	17.5	0	Mon Jan 15 17:41:54 2024	0.46.0
ERX9138793	185429388	26	96	115723131	30148363	62.4	16.3	0	Fri Jan 12 13:08:38 2024	0.46.0
ERX9138794	962875983	28	151	572954038	101375701	59.5	10.5	0	Mon Jan 15 17:25:13 2024	0.46.0
ERX9138796	190252011	26	96	143490748	33239252	75.4	17.5	0	Fri Jan 12 13:06:53 2024	0.46.0
ERX9138809	168886031	26	96	103038437	32714773	61	19.4	0	Fri Jan 12 13:06:22 2024	0.46.0
ERX9138812	192728338	26	96	125732144	34823222	65.2	18.1	0	Fri Jan 12 13:12:20 2024	0.46.0
ERX9138818	170339242	26	96	115195054	28255986	67.6	16.6	0	Fri Jan 12 13:11:52 2024	0.46.0
ERX9138823	165483782	26	96	108324434	24646408	65.5	14.9	0	Fri Jan 12 13:08:07 2024	0.46.0
ERX9138830	166681297	26	96	97342876	33060735	58.4	19.8	0	Fri Jan 12 13:11:09 2024	0.46.0
ERX9138838	985064374	28	151	583447604	90091310	59.2	9.1	0	Mon Jan 15 17:27:36 2024	0.46.0
ERX9138841	195701754	28	96	69387215	16969342	35.5	8.7	0	Mon Jan 15 17:26:16 2024	0.46.0
ERX9138845	177386680	28	91	99551829	19562914	56.1	11	0	Mon Jan 15 17:35:13 2024	0.46.0
ERX9138850	937709576	28	151	568736953	91816582	60.7	9.8	0	Mon Jan 15 17:26:14 2024	0.46.0
ERX9138853	966284236	28	151	584006115	95483634	60.4	9.9	0	Mon Jan 15 17:37:32 2024	0.46.0
ERX9138854	859214933	28	151	505659384	84164785	58.9	9.8	0	Mon Jan 15 17:36:06 2024	0.46.0
ERX9138860	775907445	28	151	457089602	77812576	58.9	10	0	Mon Jan 15 17:39:59 2024	0.46.0
ERX9138868	967782639	28	151	568525239	94215048	58.7	9.7	0	Mon Jan 15 17:27:22 2024	0.46.0
ERX9138871	937076228	28	151	561863245	86235609	60	9.2	0	Mon Jan 15 17:26:59 2024	0.46.0
ERX9138875	417307518	28	91	235248718	39157552	56.4	9.4	0	Mon Jan 15 17:27:16 2024	0.46.0
ERX9138876	902851548	28	151	532516601	91608651	59	10.1	0	Mon Jan 15 17:35:05 2024	0.46.0
ERX9138877	174727583	26	96	127449240	31388624	72.9	18	0	Fri Jan 12 13:06:37 2024	0.46.0
ERX9138892	172143794	26	96	102290992	36672658	59.4	21.3	0	Fri Jan 12 13:06:07 2024	0.46.0
ERX9138895	421902905	28	91	241027882	39455676	57.1	9.4	0	Mon Jan 15 17:24:37 2024	0.46.0
ERX9138899	176082157	26	96	121380701	29335152	68.9	16.7	0	Fri Jan 12 13:08:38 2024	0.46.0
ERX9511921	285897427	28	91	185811967	113456378	65	39.7	0	Fri Jan 12 13:39:28 2024	0.46.0
ERX9511922	850323225	28	91	565469512	349042916	66.5	41	0	Fri Jan 12 13:35:43 2024	0.46.0
ERX9511923	464650238	28	91	301083450	176716393	64.8	38	0	Fri Jan 12 13:40:28 2024	0.46.0
ERX9511924	163626725	28	91	109605335	65037569	67	39.7	0	Fri Jan 12 13:37:13 2024	0.46.0
ERX9511925	271067730	28	91	174528590	106744041	64.4	39.4	0	Fri Jan 12 13:38:13 2024	0.46.0
ERX9511926	639349390	28	91	438180605	275669493	68.5	43.1	0	Fri Jan 12 13:39:28 2024	0.46.0
ERX9511927	553829053	28	91	338931119	211925033	61.2	38.3	0	Fri Jan 12 13:41:58 2024	0.46.0
ERX9511928	591990572	28	91	352064532	219278661	59.5	37	0	Fri Jan 12 13:40:43 2024	0.46.0
ERX9511929	425989866	28	91	259569248	160090043	60.9	37.6	0	Fri Jan 12 13:40:43 2024	0.46.0
ERX9511930	580342090	28	91	355935905	217587594	61.3	37.5	0	Fri Jan 12 13:36:43 2024	0.46.0
ERX9511931	584995871	28	91	363555437	224140279	62.1	38.3	0	Fri Jan 12 13:36:13 2024	0.46.0
ERX9511932	106245763	28	91	61841555	34848703	58.2	32.8	0	Fri Jan 12 13:37:28 2024	0.46.0
ERX9511933	896818825	28	91	498370167	285053094	55.6	31.8	0	Fri Jan 12 13:35:16 2024	0.46.0
ERX9511934	548375419	28	91	319721378	182765262	58.3	33.3	0	Fri Jan 12 13:36:28 2024	0.46.0
ERX9511935	932925391	28	91	604140816	369847677	64.8	39.6	0	Fri Jan 12 13:36:43 2024	0.46.0
ERX9511936	182634863	28	91	104929747	58406273	57.5	32	0	Fri Jan 12 13:38:28 2024	0.46.0
ERX9511937	521276182	28	91	286398556	163250564	54.9	31.3	0	Fri Jan 12 13:37:58 2024	0.46.0
ERX9511938	458866467	28	91	262443289	148484773	57.2	32.4	0	Fri Jan 12 13:36:28 2024	0.46.0
ERX9511939	818806015	28	91	514811025	305261573	62.9	37.3	0	Fri Jan 12 13:39:28 2024	0.46.0
ERX9511940	451666176	28	91	255535777	148650863	56.6	32.9	0	Fri Jan 12 13:37:58 2024	0.46.0
ERX9511941	462901281	28	91	262868752	152895056	56.8	33	0	Fri Jan 12 13:37:43 2024	0.46.0
ERX9511942	396866076	28	91	247678449	155419995	62.4	39.2	0	Fri Jan 12 13:35:44 2024	0.46.0
ERX9511943	783755419	28	91	449874199	257592082	57.4	32.9	0	Fri Jan 12 13:42:13 2024	0.46.0
ERX9511944	811572425	28	91	467564261	267517399	57.6	33	0	Fri Jan 12 13:34:28 2024	0.46.0
ERX9511945	784376752	28	91	450125026	257246148	57.4	32.8	0	Fri Jan 12 13:34:29 2024	0.46.0
ERX9511946	472108324	28	91	321214035	195688761	68	41.4	0	Fri Jan 12 13:40:43 2024	0.46.0
SRX11559742	378825218	26	98	275292473	64242475	72.7	17	0	Fri Jan 12 13:32:26 2024	0.46.0
SRX11559756	248596145	26	98	179224150	33939581	72.1	13.7	0	Fri Jan 12 13:32:12 2024	0.46.0
SRX11559757	213844630	26	98	149678029	35640533	70	16.7	0	Fri Jan 12 13:32:11 2024	0.46.0
SRX12187862	493982706	151	151	134644001	78437412	27.3	15.9	0	Mon Jan 15 09:26:57 2024	0.46.0
SRX12187863	558775254	151	151	109334483	71493089	19.6	12.8	0	Mon Jan 15 09:26:57 2024	0.46.0
SRX12187864	759448509	150	150	288798823	150349982	38	19.8	0	Fri Jan 12 12:08:48 2024	0.46.0
SRX12187865	483277061	150	150	226101411	92014296	46.8	19	0	Fri Jan 12 12:08:47 2024	0.46.0
SRX12187866	473092340	151	151	112491608	69969961	23.8	14.8	0	Fri Jan 12 12:09:04 2024	0.46.0
SRX12187867	619876553	151	151	110019873	82007271	17.7	13.2	0	Mon Jan 15 09:26:58 2024	0.46.0
SRX12187868	511082386	151	151	129403859	90927436	25.3	17.8	0	Fri Jan 12 12:08:48 2024	0.46.0
SRX12187869	455757718	151	151	168630627	77401508	37	17	0	Fri Jan 12 12:08:50 2024	0.46.0
SRX12187870	451510101	151	151	125025291	72544070	27.7	16.1	0	Fri Jan 12 12:08:47 2024	0.46.0
SRX12187871	572799196	151	151	234164309	113151883	40.9	19.8	0	Fri Jan 12 12:08:48 2024	0.46.0
SRX12187872	579471236	151	151	199065658	101143332	34.4	17.5	0	Fri Jan 12 12:08:47 2024	0.46.0
SRX12770671	416913499	28	91	187443041	54586130	45	13.1	0	Fri Jan 12 15:33:42 2024	0.46.0
SRX12770672	357400933	28	91	177678123	52375856	49.7	14.7	0	Fri Jan 12 15:38:56 2024	0.46.0
SRX12770673	369150089	28	91	187228736	55945634	50.7	15.2	0	Fri Jan 12 15:33:43 2024	0.46.0
SRX12770674	438303999	28	91	183860703	55368410	41.9	12.6	0	Fri Jan 12 15:32:25 2024	0.46.0
SRX12770675	460032285	28	91	199911259	57163621	43.5	12.4	0	Fri Jan 12 15:38:26 2024	0.46.0
SRX12770676	384087263	28	91	191117939	57293774	49.8	14.9	0	Mon Jan 15 22:02:19 2024	0.46.0
SRX12770677	418717876	28	91	205558691	61599061	49.1	14.7	0	Mon Jan 15 22:02:28 2024	0.46.0
SRX12770678	320591470	28	91	159936678	47608433	49.9	14.9	0	Fri Jan 12 15:29:54 2024	0.46.0
SRX12770679	136282776	28	98	48799114	18526811	35.8	13.6	0	Fri Jan 12 15:29:24 2024	0.46.0
SRX12770680	168226945	28	98	63186620	24228346	37.6	14.4	0	Fri Jan 12 15:40:26 2024	0.46.0
SRX12770681	215074616	28	98	80295099	30556515	37.3	14.2	0	Fri Jan 12 15:35:25 2024	0.46.0
SRX12770682	345715369	28	91	168993735	49761977	48.9	14.4	0	Mon Jan 15 22:02:48 2024	0.46.0
SRX12770683	179797706	28	98	70826177	26970413	39.4	15	0	Fri Jan 12 15:34:41 2024	0.46.0
SRX13121067	159724036	28	91	97892995	20487490	61.3	12.8	0	Mon Jan 15 17:16:41 2024	0.46.0
SRX13121068	174843660	28	91	103167887	22313458	59	12.8	0	Mon Jan 15 16:29:32 2024	0.46.0
SRX13121069	148125973	28	91	86544435	19191084	58.4	13	0	Mon Jan 15 17:21:31 2024	0.46.0
SRX13121070	159772547	28	91	91537308	19943000	57.3	12.5	0	Mon Jan 15 17:17:46 2024	0.46.0
SRX13121071	142305213	28	91	86695480	19794298	60.9	13.9	0	Mon Jan 15 16:34:07 2024	0.46.0
SRX13121072	158308947	28	91	105737851	22171051	66.8	14	0	Mon Jan 15 16:30:38 2024	0.46.0
SRX13121073	150928820	28	91	105272290	23581742	69.7	15.6	0	Mon Jan 15 17:19:28 2024	0.46.0
