libraryId	experimentId	cellTypeName	cellTypeId	speciesId	platform	whiteList	protocol	protocolType	name_sample_id	infoOrgan	stageId	uberonId	sex	strain	libraryType	organism
ERX1227218	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227219	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227220	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227221	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227222	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227223	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227224	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227225	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227226	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227227	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227228	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227229	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227230	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227231	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227232	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227233	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227234	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227235	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227236	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227237	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227238	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227239	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227240	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227241	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227242	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227243	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227244	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227245	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227246	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227247	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227248	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227249	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227250	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227251	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227252	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227253	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227254	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227255	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227256	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227257	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227258	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227259	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227260	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227261	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227262	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227263	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227264	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227265	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227266	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227267	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227268	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227269	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227270	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227271	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227272	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227273	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227274	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227275	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227276	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227277	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227278	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227279	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227280	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227281	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227282	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227283	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227284	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227285	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227286	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227287	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227288	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227289	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227290	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227291	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227292	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227293	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227294	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227295	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227296	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227297	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227298	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227299	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227300	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227301	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227302	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227303	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227304	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227305	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227306	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227307	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227308	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227309	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227310	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227311	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227312	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227313	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227314	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227315	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227316	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227317	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227318	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227319	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227320	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227321	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227322	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227323	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227324	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227325	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227326	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227327	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227328	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227329	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227330	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227331	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
ERX1227332	ERP013381	epiblast cell	CL:0000352	10090	Illumina HiSeq 2500	NA	Adapted_SMART_seq2	Full-length	NA	distal half of the embryo	MmusDv:0000014	UBERON:0000922	(Missing)	CD-1	SINGLE	Mus_musculus
